id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
7,218,4942,3293422,133,4.75,2.58,91,3.25,1.73,193,6.89,4.71,0.96,0.96,0.45,0.33,18.6,137.74
8,137,10934,10778384,82,5.47,4.16,40,2.67,1.29,119,7.93,8.24,0.89,0.88,0.46,0.32,20.23,127.29
9,140,4693,3794141,73,4.87,2.7,54,3.6,1.68,103,6.87,4.03,0.95,0.95,0.49,0.33,33.22,170.77
14,242,8669,6653400,166,5.19,2.61,110,3.44,1.46,216,6.75,4.56,0.86,0.86,0.44,0.31,37.89,159.15
15,275,6493,4488841,178,4.56,2.85,115,2.95,1.54,247,6.33,4.48,0.91,0.9,0.48,0.35,22.21,141.01
16,132,4035,1725178,96,5.05,2.22,66,3.47,0.96,118,6.21,3.12,0.92,0.93,0.43,0.31,25.68,170.86
17,214,30000,29834924,130,5.0,2.33,80,3.08,1.47,199,7.65,3.64,0.87,0.88,0.49,0.4,47.74,135.78
18,203,23195,26041560,111,6.94,3.6,57,3.56,1.46,170,10.62,6.74,0.87,0.84,0.45,0.33,51.38,133.61
21,412,17777,16644020,265,5.0,2.57,182,3.43,1.59,363,6.85,4.23,0.92,0.92,0.42,0.31,46.7,148.98
22,228,13276,10002238,139,4.48,2.69,90,2.9,1.4,184,5.94,4.14,0.9,0.9,0.45,0.39,18.98,140.25
23,123,1865,1016148,88,3.38,1.83,68,2.62,1.58,116,4.46,2.94,0.97,0.96,0.46,0.38,27.07,140.42
24,100,1221,816351,63,3.94,1.29,46,2.88,1.36,94,5.88,2.0,0.99,1.0,0.48,0.42,42.72,139.85
25,339,9512,7779834,201,5.29,2.97,109,2.87,1.49,297,7.82,5.38,0.94,0.93,0.47,0.36,29.16,137.71
28,393,15701,12854318,238,6.43,4.79,128,3.46,1.56,333,9.0,8.22,0.97,0.98,0.44,0.33,29.91,144.11
29,222,5926,5014203,145,5.58,3.68,82,3.15,1.71,206,7.92,5.51,0.97,0.96,0.45,0.34,35.0,149.08
30,206,9536,4544903,122,6.78,4.93,69,3.83,1.42,184,10.22,10.1,0.89,0.9,0.51,0.34,43.51,139.84
31,350,17868,16147132,226,4.91,2.61,160,3.48,1.49,297,6.46,4.77,0.93,0.92,0.47,0.42,30.69,150.15
35,218,6775,4045859,146,4.87,2.76,94,3.13,1.07,201,6.7,5.93,0.92,0.92,0.45,0.32,26.82,153.38
36,119,7498,7449087,81,4.5,2.18,59,3.28,1.49,102,5.67,3.71,0.97,0.97,0.47,0.34,28.1,144.67
