id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,70,1639,730492,39,3.0,1.22,35,2.69,1.18,63,4.85,4.76,0.96,0.97,0.5,0.43,26.58,140.88
1,56,401,131630,49,3.5,1.16,46,3.29,1.2,55,3.93,1.73,0.98,0.97,0.5,0.38,5.65,143.43
3,183,3036,2305466,113,3.32,1.65,99,2.91,1.4,164,4.82,3.57,0.98,0.97,0.49,0.38,21.82,134.92
4,137,16455,18476630,61,4.36,1.98,55,3.93,2.02,115,8.21,4.87,0.93,0.91,0.43,0.39,41.96,160.94
7,85,22430,26949103,41,4.56,1.81,34,3.78,0.83,77,8.56,5.98,0.99,1.0,0.46,0.36,61.71,138.28
10,226,155887,198119512,126,4.06,1.75,126,4.06,1.41,176,5.68,3.65,0.95,0.94,0.4,0.38,15.45,177.93
14,75,7686,8256971,45,3.75,2.38,35,2.92,1.62,70,5.83,4.91,0.95,0.96,0.51,0.4,29.89,128.8
17,153,13894,13979068,106,3.53,1.59,108,3.6,1.57,140,4.67,3.29,0.98,0.97,0.47,0.42,8.03,152.94
18,72,784,377921,45,4.09,1.64,40,3.64,1.8,62,5.64,3.56,1.0,1.0,0.48,0.4,30.46,137.21
21,81,3168,2457568,40,4.44,1.81,31,3.44,1.51,69,7.67,4.9,0.9,0.88,0.36,0.21,49.66,130.06
22,46,569,194815,33,4.71,2.36,27,3.86,2.04,44,6.29,4.46,1.0,1.0,0.6,0.44,2.52,142.04
24,175,84209,93127671,90,3.46,1.48,81,3.12,1.14,154,5.92,5.18,0.94,0.94,0.49,0.45,24.1,132.01
25,150,41135,48334390,37,4.62,2.07,33,4.12,1.96,49,6.12,3.87,1.0,1.0,0.38,0.23,1.6,150.52
29,35,491,315828,23,3.83,2.14,18,3.0,1.41,30,5.0,2.97,1.0,1.0,0.64,0.54,0.16,146.76
35,77,36508,39238953,36,2.57,1.6,32,2.29,1.27,50,3.57,3.99,0.91,0.9,0.53,0.49,10.52,141.48
36,104,2751,2870533,82,3.28,1.17,82,3.28,1.21,96,3.84,1.8,0.99,1.0,0.54,0.54,3.92,148.32
38,272,174312,197430320,117,3.55,1.64,102,3.09,1.49,203,6.15,5.06,0.97,0.98,0.47,0.42,30.37,131.64
42,166,43429,50921681,29,4.14,2.12,22,3.14,1.07,59,8.43,7.87,1.0,1.0,0.55,0.49,57.33,147.12
43,78,327,85473,67,3.05,1.84,65,2.95,1.36,73,3.32,2.51,0.98,0.97,0.52,0.46,3.2,150.85
45,301,18732,16716721,150,3.57,1.4,121,2.88,1.02,249,5.93,3.32,0.95,0.93,0.48,0.41,42.08,129.44
