id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,7546,39367,4250627,3952,7.84,6.79,3712,7.37,6.16,5726,11.36,12.04,0.72,0.71,0.58,0.58,4.05,201.76
1,6355,24043,2413468,3569,7.81,7.17,2579,5.64,5.31,5204,11.39,12.59,0.68,0.67,0.59,0.58,3.47,207.2
2,5853,9403,570827,3804,8.47,7.36,1864,4.15,2.19,5626,12.53,13.02,0.63,0.6,0.6,0.58,3.39,212.46
3,5409,9144,589534,3654,7.57,6.67,1964,4.07,1.92,5191,10.75,11.19,0.65,0.62,0.58,0.57,3.33,208.03
4,6759,10661,661529,4234,8.68,7.31,2371,4.86,2.06,6229,12.76,13.12,0.72,0.7,0.51,0.5,2.78,218.68
5,6829,11737,780092,4159,8.81,7.8,2211,4.68,2.38,6339,13.43,14.4,0.71,0.69,0.56,0.55,3.12,213.76
6,7340,12552,801858,4484,8.81,8.36,2285,4.49,2.89,7017,13.79,15.86,0.66,0.63,0.58,0.57,3.34,204.12
7,5955,9203,543769,3829,8.03,7.43,1858,3.9,1.88,5785,12.13,13.14,0.61,0.58,0.6,0.59,3.97,206.75
8,6488,9745,563564,3770,8.25,7.45,1941,4.25,2.0,5803,12.7,13.29,0.67,0.64,0.57,0.56,3.22,224.84
9,6092,8920,505729,3595,8.46,6.88,2036,4.79,1.65,5261,12.38,11.29,0.68,0.66,0.47,0.47,3.89,230.51
10,5537,7894,451695,3243,7.52,5.98,2157,5.0,3.77,4347,10.09,8.87,0.71,0.68,0.49,0.49,3.78,228.84
11,6276,10993,763542,3648,8.42,6.53,2511,5.8,4.75,4818,11.13,10.07,0.74,0.72,0.46,0.45,4.24,227.77
12,6290,9704,584791,3657,8.41,6.76,2449,5.63,5.07,4980,11.45,10.78,0.69,0.66,0.52,0.52,5.43,225.49
13,5384,8807,530494,3407,7.76,6.77,1933,4.4,3.61,4906,11.18,11.29,0.65,0.62,0.61,0.6,7.11,217.39
14,5314,9032,533880,3611,7.92,7.06,1817,3.98,1.85,5139,11.27,11.93,0.65,0.62,0.62,0.62,8.25,218.1
15,5945,17906,1624307,3608,8.09,7.21,2219,4.98,4.68,5311,11.91,12.46,0.66,0.64,0.61,0.6,7.34,214.99
16,8319,57762,6787938,3969,8.25,6.79,4322,8.99,8.25,5899,12.26,12.21,0.7,0.68,0.59,0.58,5.49,200.81
17,5897,9578,584154,3671,7.74,6.82,2087,4.4,2.44,5617,11.85,12.44,0.65,0.62,0.59,0.58,6.18,217.65
18,5632,10957,758915,3733,7.57,6.82,2035,4.13,2.04,5404,10.96,11.69,0.67,0.65,0.6,0.59,7.12,209.43
19,6236,11604,733685,4070,8.29,7.55,2125,4.33,2.36,5989,12.2,13.32,0.67,0.65,0.61,0.6,8.51,205.51
20,6553,11316,692269,4112,8.41,7.51,2233,4.57,2.06,6290,12.86,14.04,0.67,0.63,0.58,0.57,8.27,208.25
21,6578,13185,870021,4087,8.36,8.51,2194,4.49,3.2,6024,12.32,13.99,0.69,0.66,0.6,0.59,8.56,206.91
22,10225,16187,2441014,3922,8.0,7.15,2126,4.34,2.27,6001,12.25,13.43,0.7,0.69,0.6,0.58,8.89,217.02
23,6081,10943,698775,3861,8.01,7.37,1995,4.14,2.32,5861,12.16,13.47,0.69,0.67,0.61,0.6,8.02,210.28
24,5208,8402,482393,3576,7.42,6.68,1906,3.95,1.94,5050,10.48,11.16,0.67,0.64,0.63,0.62,9.76,210.49
25,4868,7857,454449,3323,7.26,6.39,1703,3.72,1.88,4692,10.24,10.4,0.65,0.62,0.63,0.63,7.85,209.63
26,5366,10137,715202,3520,7.62,6.48,1996,4.32,2.51,5074,10.98,11.07,0.68,0.66,0.6,0.59,8.84,209.72
27,7394,37188,3860307,3874,8.02,7.26,3168,6.56,5.96,6068,12.56,13.64,0.83,0.82,0.54,0.52,7.95,201.61
28,6498,23516,2207834,3886,8.16,7.82,2430,5.11,4.01,5810,12.21,13.67,0.75,0.74,0.58,0.55,13.11,206.94
29,6515,11894,771898,4093,8.56,8.1,1933,4.04,2.18,6183,12.94,14.34,0.65,0.61,0.62,0.61,13.17,208.84
