id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,2059,2912,123143,1407,3.68,1.84,1483,3.88,1.95,1960,5.13,3.35,0.78,0.78,0.48,0.46,1.39,217.63
1,2853,3873,157947,1388,3.71,1.78,1377,3.68,1.82,2740,7.33,6.14,0.69,0.69,0.48,0.46,2.01,224.65
2,2710,3624,146623,1474,4.04,1.85,1504,4.12,1.93,2569,7.04,5.44,0.72,0.72,0.45,0.43,2.02,221.57
3,2629,3548,143455,1454,3.79,1.71,1476,3.84,1.82,2492,6.49,5.39,0.74,0.73,0.48,0.46,1.89,219.36
4,2931,3818,161505,1671,4.33,1.76,1805,4.68,1.91,2555,6.62,4.53,0.78,0.78,0.4,0.38,1.21,226.12
5,2829,3635,158656,1649,4.24,1.72,1738,4.47,1.88,2515,6.47,4.63,0.76,0.75,0.41,0.39,1.15,215.4
6,3255,4390,193614,1704,4.23,1.77,1810,4.49,1.94,3074,7.63,6.05,0.74,0.72,0.45,0.43,1.63,211.95
7,2281,3082,128434,1382,3.79,1.8,1388,3.8,1.84,2169,5.94,4.46,0.72,0.71,0.47,0.45,1.44,218.54
8,2715,3389,142283,1496,3.97,1.65,1702,4.51,1.91,2207,5.85,3.6,0.82,0.8,0.4,0.39,0.98,230.43
9,3694,4466,183510,1667,4.39,1.65,1952,5.14,1.77,2866,7.54,4.45,0.78,0.77,0.34,0.33,1.52,236.84
10,2717,3306,139097,1454,3.91,1.4,1699,4.57,1.67,2114,5.68,2.85,0.83,0.82,0.35,0.34,1.03,235.79
11,2962,3815,158333,1810,4.63,1.7,1962,5.02,1.91,2338,5.98,3.01,0.85,0.85,0.33,0.33,0.79,236.39
12,2454,3195,134388,1636,4.21,1.61,1760,4.52,1.77,1937,4.98,2.48,0.91,0.89,0.36,0.35,0.48,233.83
13,2206,3063,131844,1407,3.62,1.64,1534,3.94,1.79,2098,5.39,3.46,0.79,0.78,0.46,0.45,1.12,227.27
14,1811,2385,100706,1269,3.44,1.5,1333,3.61,1.59,1694,4.59,3.22,0.84,0.83,0.5,0.49,1.19,228.96
15,2425,3296,135634,1402,3.75,1.77,1464,3.91,1.93,2286,6.11,4.51,0.74,0.74,0.46,0.44,1.95,225.6
16,2593,3286,139267,1511,3.95,1.73,1714,4.48,2.09,2363,6.17,3.99,0.77,0.76,0.44,0.43,2.21,232.96
17,2162,3089,143272,1510,4.05,1.62,1676,4.49,1.86,2038,5.46,3.03,0.82,0.8,0.43,0.42,1.19,221.0
18,1889,2591,112504,1418,3.72,1.71,1527,4.01,1.95,1804,4.73,2.77,0.84,0.83,0.48,0.46,0.97,215.93
19,2097,3153,139314,1548,3.87,1.8,1617,4.04,1.88,1998,5.0,3.06,0.82,0.81,0.47,0.45,1.29,211.72
20,2060,2929,123504,1507,4.08,1.72,1669,4.52,1.97,1950,5.28,2.9,0.85,0.84,0.45,0.44,0.78,219.83
21,2194,3190,132551,1379,3.71,1.59,1526,4.1,1.79,1939,5.21,3.23,0.82,0.81,0.44,0.43,1.23,220.64
22,2443,3412,144951,1493,3.76,1.69,1588,4.0,1.83,2235,5.63,4.03,0.78,0.76,0.46,0.44,1.47,222.46
23,2318,3424,147703,1518,4.05,3.74,1547,4.13,1.95,2211,5.9,5.94,0.79,0.77,0.48,0.46,1.14,220.03
24,2147,3039,126616,1356,3.52,1.62,1481,3.85,1.84,2041,5.3,3.84,0.81,0.8,0.49,0.48,1.41,220.53
25,1972,2899,122550,1364,3.68,1.77,1449,3.91,1.87,1855,5.0,3.19,0.79,0.77,0.45,0.43,1.82,219.56
26,2158,2885,120969,1385,3.64,1.62,1515,3.98,1.82,2043,5.36,3.58,0.79,0.78,0.48,0.46,1.1,222.47
27,2270,3324,138227,1378,3.66,1.6,1494,3.96,1.74,2147,5.69,3.92,0.77,0.76,0.47,0.45,2.11,218.72
28,2381,3427,140585,1521,3.91,1.75,1663,4.28,1.92,2252,5.79,3.83,0.79,0.79,0.45,0.44,1.64,224.47
29,2378,3364,143384,1530,3.95,1.88,1616,4.18,2.04,2204,5.7,4.01,0.79,0.77,0.47,0.45,1.51,223.69
30,2145,2949,121550,1565,4.02,1.56,1706,4.39,1.85,2042,5.25,2.85,0.85,0.84,0.44,0.43,1.02,223.06
31,2643,3677,158395,1657,4.11,1.78,1817,4.51,2.01,2505,6.22,4.12,0.78,0.77,0.43,0.42,1.51,226.43
32,2408,3446,141536,1505,3.99,1.73,1669,4.43,1.94,2207,5.85,4.21,0.81,0.81,0.42,0.41,1.75,227.87
33,2667,3750,152466,1628,4.23,1.82,1775,4.61,2.08,2482,6.45,4.38,0.77,0.76,0.43,0.42,1.91,225.23
34,2507,3384,144350,1639,4.12,1.77,1819,4.57,2.02,2334,5.86,3.63,0.82,0.81,0.45,0.44,1.45,224.91
35,2036,2759,121532,1370,3.81,1.78,1485,4.12,1.92,1940,5.39,3.53,0.79,0.78,0.46,0.44,1.14,219.34
36,2048,2822,119177,1336,3.67,1.8,1362,3.74,1.9,1968,5.41,4.09,0.75,0.74,0.5,0.48,1.67,222.91
37,1694,2336,101269,1307,3.66,1.67,1410,3.95,1.89,1578,4.42,2.76,0.89,0.88,0.46,0.44,0.58,223.72
38,2241,3032,126667,1532,4.09,1.68,1649,4.4,1.95,2075,5.53,3.54,0.83,0.82,0.43,0.42,1.14,221.41
39,2539,3519,150801,1652,4.31,1.77,1760,4.6,1.85,2410,6.29,4.1,0.78,0.77,0.42,0.41,1.11,217.82
40,2965,4059,172499,1605,4.09,1.75,1621,4.14,1.79,2737,6.98,5.54,0.73,0.72,0.43,0.41,2.17,216.14
41,2091,2842,118450,1504,3.99,1.58,1617,4.29,1.73,1972,5.23,3.0,0.83,0.82,0.44,0.42,1.12,211.95
42,2406,3115,128746,1511,4.16,1.67,1531,4.22,1.68,2061,5.68,3.77,0.8,0.79,0.39,0.37,0.86,223.39
43,2031,2790,119885,1477,3.93,1.71,1524,4.05,1.8,1871,4.98,2.98,0.81,0.8,0.45,0.44,1.02,217.48
44,2188,3160,137298,1541,4.07,1.79,1588,4.19,1.94,1970,5.2,3.31,0.82,0.8,0.42,0.41,0.92,217.63
45,2059,3077,135657,1373,3.71,1.83,1414,3.82,1.91,1968,5.32,3.81,0.76,0.74,0.44,0.42,0.94,215.14
46,2139,3020,126838,1341,3.7,1.61,1369,3.78,1.76,2062,5.7,4.12,0.74,0.73,0.46,0.44,1.12,217.07
47,2346,3230,145866,1379,3.8,1.75,1419,3.91,1.8,2228,6.14,4.65,0.73,0.71,0.47,0.45,1.15,216.41
48,3280,4112,180297,1623,4.45,1.69,1738,4.76,1.86,2296,6.29,3.66,0.81,0.79,0.31,0.3,0.84,231.49
49,2834,3716,160321,1531,4.05,1.54,1651,4.37,1.72,2162,5.72,3.57,0.82,0.81,0.35,0.34,0.78,228.49
50,2742,3631,153414,1765,4.48,1.63,1906,4.84,1.83,2288,5.81,3.1,0.86,0.85,0.37,0.36,0.87,229.87
51,2438,3320,139907,1581,4.12,1.84,1712,4.46,2.03,2318,6.04,4.13,0.79,0.78,0.4,0.39,1.01,222.47
52,2056,2717,115138,1429,3.86,1.66,1557,4.21,1.74,1724,4.66,2.53,0.89,0.88,0.38,0.36,0.26,218.04
53,2543,3301,140247,1563,4.24,1.9,1612,4.37,1.91,2252,6.1,4.25,0.79,0.78,0.4,0.39,1.18,225.5
54,2339,2898,119727,1407,4.1,1.72,1455,4.24,1.79,2000,5.83,3.85,0.78,0.78,0.37,0.36,1.19,226.21
55,2809,3594,150660,1595,4.62,1.84,1702,4.93,2.02,2353,6.82,4.41,0.79,0.78,0.35,0.34,1.05,230.7
56,2768,3594,155963,1474,4.2,1.78,1549,4.41,1.86,2308,6.58,4.64,0.76,0.75,0.38,0.37,1.21,226.84
57,2786,3628,155972,1435,4.07,1.63,1524,4.32,1.77,2269,6.43,4.57,0.77,0.76,0.36,0.35,1.18,228.78
58,2769,3474,143858,1573,4.33,1.69,1637,4.51,1.78,2319,6.39,4.17,0.78,0.78,0.36,0.35,0.86,230.46
59,2281,2908,127280,1349,4.03,1.64,1380,4.12,1.67,1907,5.69,4.04,0.78,0.77,0.38,0.37,1.18,226.11
60,2736,3491,157048,1490,4.13,1.76,1536,4.25,1.8,2275,6.3,4.35,0.76,0.75,0.41,0.39,0.98,222.75
61,2876,3614,151734,1672,4.57,1.62,1743,4.76,1.69,2114,5.78,3.05,0.85,0.84,0.31,0.3,1.35,228.48
62,2839,3805,162563,1595,4.05,1.77,1696,4.3,1.82,2670,6.78,5.14,0.74,0.74,0.44,0.42,1.96,217.2
63,2735,3525,144950,1553,4.2,1.62,1620,4.38,1.8,2216,5.99,3.84,0.79,0.79,0.36,0.35,1.27,228.63
64,2940,3914,163835,1507,4.07,1.67,1603,4.33,1.84,2399,6.48,4.65,0.77,0.77,0.39,0.38,1.97,224.41
65,2022,2755,119151,1438,3.77,1.64,1582,4.15,1.97,1906,5.0,2.78,0.81,0.81,0.45,0.43,1.04,216.43
66,2153,3225,140772,1402,3.74,1.73,1455,3.88,1.77,2005,5.35,4.08,0.8,0.79,0.46,0.44,1.08,219.3
67,2532,3782,162195,1471,3.88,1.62,1506,3.97,1.67,2315,6.11,4.94,0.77,0.76,0.44,0.42,2.1,224.17
68,3318,4664,201465,1695,4.32,1.83,1723,4.4,1.93,3142,8.02,6.83,0.72,0.7,0.41,0.39,1.64,219.55
69,2329,3166,136069,1591,4.25,1.83,1638,4.38,1.93,2156,5.76,4.78,0.82,0.81,0.39,0.37,0.86,220.64
70,1512,2066,88047,1299,3.67,1.7,1363,3.85,1.8,1411,3.99,1.92,0.93,0.92,0.44,0.42,0.1,221.88
71,2503,3435,143944,1356,3.8,1.74,1354,3.79,1.73,2367,6.63,5.51,0.7,0.69,0.44,0.43,1.8,221.36
72,2599,3590,147755,1410,3.79,1.81,1431,3.85,1.84,2417,6.5,6.42,0.73,0.73,0.45,0.44,1.9,221.53
73,1968,2605,110318,1458,4.05,1.89,1530,4.25,2.03,1831,5.09,3.11,0.85,0.84,0.42,0.41,1.12,219.83
74,1784,2298,99823,1405,4.08,1.73,1477,4.29,1.9,1624,4.72,2.62,0.9,0.88,0.37,0.35,0.35,223.92
75,2794,3609,154069,1561,4.55,2.01,1605,4.68,2.17,2608,7.6,5.67,0.71,0.7,0.4,0.39,1.48,224.96
76,2143,2809,117323,1342,3.74,1.73,1404,3.91,1.86,2041,5.69,4.52,0.76,0.75,0.45,0.43,1.84,215.72
77,2768,3666,150262,1690,4.48,1.59,1797,4.77,1.81,2555,6.78,4.64,0.78,0.77,0.4,0.38,1.26,223.25
78,2604,3470,149529,1607,4.26,1.71,1683,4.46,1.81,2410,6.39,4.7,0.78,0.77,0.41,0.39,1.42,220.92
79,2052,2683,112947,1400,3.87,1.63,1494,4.13,1.87,1925,5.32,3.27,0.8,0.79,0.41,0.39,0.98,224.35
80,3092,4360,182576,1452,3.9,1.7,1505,4.05,1.79,2957,7.95,6.96,0.69,0.68,0.44,0.42,1.87,221.12
81,1969,2717,113761,1254,3.57,1.58,1359,3.87,1.78,1859,5.3,4.31,0.79,0.78,0.46,0.43,1.04,214.87
82,2216,2939,128284,1362,3.74,1.73,1453,3.99,1.8,2098,5.76,4.11,0.73,0.72,0.46,0.44,1.22,214.37
83,1945,2674,108336,1239,3.47,1.52,1308,3.66,1.62,1860,5.21,4.1,0.79,0.79,0.47,0.46,1.61,219.77
84,2339,3135,134830,1467,4.06,1.84,1534,4.25,1.88,2140,5.93,4.09,0.78,0.77,0.41,0.39,1.29,222.52
85,1653,2065,89050,1212,3.64,1.41,1257,3.77,1.52,1333,4.0,1.7,0.91,0.9,0.36,0.35,0.32,229.94
86,2128,2832,113792,1283,3.7,1.57,1292,3.72,1.52,1764,5.08,3.6,0.8,0.8,0.4,0.38,1.33,229.73
87,2013,2643,109004,1304,3.66,1.5,1355,3.81,1.61,1717,4.82,2.8,0.81,0.81,0.4,0.39,0.98,233.04
88,2190,2923,122263,1297,3.81,1.56,1309,3.85,1.58,1842,5.42,4.34,0.79,0.79,0.39,0.37,1.31,228.0
89,2332,2956,127776,1574,4.4,1.7,1620,4.53,1.81,1941,5.42,2.88,0.83,0.82,0.37,0.36,0.65,220.44
90,1660,2136,89064,1154,3.47,1.57,1198,3.6,1.65,1540,4.62,2.73,0.79,0.79,0.44,0.43,1.38,219.96
91,1780,2361,99166,1099,3.41,1.56,1146,3.56,1.67,1705,5.3,3.81,0.73,0.73,0.46,0.44,1.24,214.64
92,1784,2744,113732,1179,3.85,1.78,1194,3.9,1.85,1650,5.39,3.78,0.75,0.75,0.4,0.39,2.72,227.95
93,2026,3279,139314,1436,4.02,1.65,1523,4.27,1.8,1861,5.21,2.99,0.83,0.82,0.35,0.33,2.39,225.01
94,2141,3646,148644,1497,4.05,1.7,1571,4.25,1.85,1886,5.1,3.18,0.87,0.87,0.35,0.34,2.48,232.56
95,2217,3788,161159,1515,4.14,1.74,1632,4.46,1.94,1964,5.37,2.96,0.83,0.82,0.33,0.32,2.59,230.64
96,2311,3818,158578,1519,4.2,1.65,1605,4.43,1.74,2076,5.73,3.55,0.83,0.82,0.33,0.31,2.85,225.19
97,2139,3372,141503,1424,4.02,1.62,1599,4.52,2.77,1854,5.24,2.79,0.83,0.83,0.34,0.33,2.41,231.87
98,1984,3257,135253,1190,3.41,1.63,1239,3.55,1.67,1848,5.3,4.02,0.76,0.76,0.38,0.37,2.22,234.1
99,1474,2457,102150,1100,3.15,1.45,1177,3.37,1.54,1250,3.58,1.98,0.9,0.89,0.41,0.39,1.49,228.83
100,2129,3133,129885,1282,3.52,1.73,1360,3.74,2.53,1856,5.1,3.9,0.77,0.77,0.45,0.43,2.01,227.97
101,2001,2885,118027,1211,3.52,1.7,1235,3.59,1.83,1864,5.42,4.16,0.74,0.73,0.45,0.43,2.38,222.29
102,3783,5513,233170,1408,3.46,1.49,2290,5.63,2.45,2247,5.52,2.63,0.88,0.87,0.46,0.44,0.89,236.88
103,4689,6471,269127,1571,3.83,1.6,2665,6.5,2.15,2586,6.31,2.52,0.93,0.92,0.46,0.44,0.99,241.97
104,5548,7871,326233,1671,3.98,1.57,2886,6.87,1.92,2939,7.0,3.13,0.92,0.92,0.48,0.47,0.92,245.49
105,2480,3444,144361,1293,3.4,1.51,1548,4.07,1.95,1955,5.14,3.69,0.8,0.79,0.48,0.46,1.93,230.66
106,1878,2491,102916,1057,3.22,1.56,1072,3.27,1.61,1767,5.39,4.18,0.7,0.7,0.47,0.45,2.1,224.8
107,2029,3159,132227,1159,3.34,1.63,1208,3.48,1.77,1808,5.21,4.11,0.74,0.74,0.44,0.42,2.31,226.95
108,1696,2898,122357,1170,3.57,1.62,1203,3.67,1.69,1555,4.74,3.25,0.81,0.8,0.37,0.36,2.48,224.93
109,2128,3596,148971,1431,3.87,1.7,1510,4.08,1.86,1836,4.96,3.06,0.84,0.84,0.37,0.36,2.38,229.56
110,2602,3576,151992,1451,3.99,1.72,1543,4.24,1.83,2382,6.54,4.91,0.75,0.74,0.41,0.39,2.3,222.51
111,1993,2699,116355,1304,3.79,1.85,1376,4.0,2.04,1804,5.24,3.69,0.77,0.77,0.47,0.45,1.95,220.91
112,1978,2990,121806,1208,3.37,1.63,1210,3.38,1.66,1443,4.03,2.42,0.85,0.85,0.42,0.41,1.51,220.52
113,1529,2696,114506,1058,3.17,1.49,1083,3.24,1.57,1275,3.82,2.54,0.86,0.85,0.39,0.38,3.78,220.82
114,1274,2259,95169,986,3.18,1.59,1016,3.28,1.62,1124,3.63,2.04,0.89,0.88,0.4,0.39,2.61,220.17
115,1275,1748,76865,916,2.83,1.56,923,2.85,1.57,1196,3.69,2.81,0.81,0.8,0.55,0.54,1.63,216.86
116,1255,1653,71819,890,2.81,1.53,888,2.8,1.53,1200,3.79,2.73,0.75,0.74,0.58,0.56,2.56,225.09
117,1853,2671,117841,1000,2.91,1.59,958,2.78,1.45,1775,5.16,4.81,0.68,0.68,0.54,0.52,3.06,218.25
118,1479,2046,86101,942,2.87,1.53,985,3.0,1.65,1412,4.3,3.02,0.73,0.72,0.53,0.52,2.2,220.02
119,1779,2466,105986,987,2.93,1.4,1017,3.02,1.46,1621,4.81,3.89,0.73,0.72,0.54,0.53,2.65,225.51
120,1879,2744,117200,1020,3.17,1.51,1023,3.18,1.52,1809,5.62,4.72,0.68,0.68,0.51,0.5,3.68,223.29
121,1673,2439,101973,997,2.93,1.59,969,2.85,1.45,1564,4.6,3.9,0.73,0.72,0.54,0.52,3.01,224.13
122,1997,2794,113366,1058,3.14,1.58,1013,3.01,1.5,1837,5.45,4.62,0.67,0.67,0.53,0.51,3.42,221.5
123,1449,2021,88134,960,3.05,1.67,947,3.01,1.61,1365,4.33,3.23,0.73,0.72,0.52,0.5,2.54,217.71
124,1629,2291,100973,948,2.93,1.55,913,2.83,1.49,1562,4.84,4.23,0.71,0.7,0.53,0.51,2.91,218.95
125,1674,2166,92898,953,3.08,1.52,947,3.06,1.54,1378,4.46,3.29,0.75,0.74,0.46,0.45,2.57,223.49
126,2378,3147,128390,1162,3.27,1.48,1190,3.35,1.53,1612,4.54,3.11,0.81,0.81,0.42,0.41,1.93,235.38
127,2360,3251,138468,1058,2.91,1.33,1163,3.2,1.4,1323,3.64,2.17,0.88,0.86,0.44,0.43,0.89,235.43
128,2670,3727,152101,1275,3.29,1.46,1380,3.57,1.59,1727,4.46,2.89,0.86,0.86,0.44,0.43,1.41,235.56
129,1037,1493,67194,759,2.5,1.24,781,2.58,1.32,966,3.19,2.19,0.82,0.81,0.55,0.53,2.67,217.09
130,1705,2538,113376,952,2.82,1.44,977,2.9,1.56,1634,4.85,3.88,0.69,0.68,0.51,0.5,3.18,215.34
131,1212,1886,83787,867,2.66,1.36,881,2.7,1.43,1167,3.58,2.5,0.76,0.75,0.52,0.5,2.09,210.62
132,1491,2061,88200,931,2.79,1.37,945,2.83,1.46,1413,4.23,3.51,0.75,0.74,0.53,0.51,2.58,214.78
133,1691,2472,109748,889,2.73,1.35,872,2.67,1.35,1618,4.96,4.27,0.67,0.66,0.53,0.51,3.05,208.37
134,1527,2256,100699,901,2.92,1.38,870,2.82,1.32,1421,4.6,3.49,0.7,0.69,0.52,0.51,3.01,218.25
135,1713,2565,112748,924,2.75,1.37,918,2.73,1.43,1576,4.69,3.76,0.71,0.7,0.52,0.51,2.79,218.63
136,1304,1893,78613,897,2.89,1.58,884,2.85,1.55,1208,3.9,2.95,0.78,0.77,0.52,0.5,2.03,215.23
137,1970,2898,124303,1101,3.22,1.72,1161,3.39,1.96,1802,5.27,4.62,0.74,0.74,0.49,0.48,2.58,218.69
138,1823,2728,122160,1004,2.98,1.46,1001,2.97,1.43,1720,5.1,4.24,0.68,0.67,0.5,0.48,2.99,210.84
139,1824,2632,109321,1005,2.98,1.52,996,2.96,1.56,1736,5.15,4.48,0.68,0.67,0.51,0.49,2.8,213.04
140,1307,1979,86367,862,2.78,1.63,842,2.72,1.62,1259,4.06,3.41,0.69,0.68,0.53,0.51,2.31,219.98
141,1388,2031,83772,868,2.73,1.43,845,2.66,1.38,1327,4.17,3.77,0.72,0.72,0.51,0.5,2.25,222.61
142,1742,2642,111979,1000,3.06,1.56,943,2.88,1.46,1667,5.1,4.52,0.69,0.69,0.51,0.49,2.8,216.84
143,1743,2704,121020,966,2.88,1.4,961,2.86,1.36,1687,5.02,3.83,0.68,0.67,0.5,0.48,2.88,220.4
144,1398,2052,87002,873,2.79,1.37,885,2.83,1.37,1323,4.23,3.43,0.75,0.75,0.48,0.47,1.76,221.1
145,1512,2282,98902,957,3.0,1.57,955,2.99,1.57,1446,4.53,3.59,0.73,0.73,0.5,0.48,2.28,222.55
146,2022,3094,137394,1190,3.31,1.49,1172,3.26,1.49,1952,5.44,4.14,0.72,0.71,0.49,0.48,2.68,222.75
147,1670,2506,116766,1052,3.04,1.45,1071,3.1,1.46,1604,4.64,3.28,0.71,0.7,0.49,0.47,2.1,219.02
148,1267,1852,78896,820,2.65,1.32,831,2.68,1.31,1224,3.95,3.24,0.73,0.73,0.52,0.51,2.6,226.1
