id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,101846,26440962,21038862094,17454,14.0,25.0,15973,12.81,13.9,60678,48.66,137.24,0.74,0.74,0.51,0.52,18.15,129.25
1,86766,22079865,17685198760,16226,12.84,23.19,14066,11.13,11.73,54655,43.24,120.75,0.76,0.75,0.51,0.51,16.51,128.46
2,96867,34552633,28509261750,16945,13.63,23.96,16393,13.19,14.41,58956,47.43,126.21,0.74,0.74,0.51,0.51,17.29,126.68
3,95145,29914581,23915444749,17341,12.88,22.37,17375,12.91,15.0,58335,43.34,117.45,0.74,0.74,0.5,0.5,14.72,128.9
4,92002,17375754,13380252002,17474,13.34,21.58,19146,14.62,16.37,55282,42.2,111.76,0.79,0.78,0.48,0.49,15.4,137.96
5,41308,20213803,17554060596,12329,9.42,8.34,17933,13.7,15.34,28606,21.85,30.92,0.74,0.74,0.48,0.5,15.68,135.29
6,49127,26708434,23297826596,13690,9.83,9.79,21626,15.52,19.44,31976,22.95,34.46,0.74,0.74,0.49,0.51,16.15,126.56
7,108175,29134989,23211912332,17663,13.12,23.71,17804,13.23,15.02,62288,46.28,133.52,0.76,0.76,0.5,0.5,17.24,124.29
8,101457,27973814,21516088965,17196,13.09,23.61,17882,13.61,15.91,60501,46.04,130.91,0.76,0.76,0.49,0.5,13.23,143.44
9,72520,11490902,8894272855,15466,12.92,21.47,13614,11.37,9.6,48842,40.8,103.45,0.76,0.75,0.47,0.49,10.94,162.59
10,68546,13813533,10928626451,15539,12.86,20.44,14800,12.25,9.84,46664,38.63,97.79,0.81,0.79,0.44,0.46,13.02,149.53
11,72799,19881292,15771456435,15923,12.91,19.68,15755,12.78,11.67,47968,38.9,100.72,0.81,0.8,0.45,0.47,12.93,155.08
12,30675,15783090,13875249412,11160,8.42,7.01,13538,10.22,9.52,22554,17.02,23.15,0.75,0.75,0.44,0.47,13.26,154.78
13,34013,11936316,10631713472,12286,8.31,8.51,15531,10.51,11.46,25483,17.24,25.98,0.74,0.73,0.46,0.49,15.38,139.59
14,84690,17345430,13369618591,16340,13.22,23.09,15100,12.22,12.95,54198,43.85,118.1,0.75,0.75,0.5,0.5,15.75,132.58
15,107357,36326048,30169421710,16948,13.22,23.9,16589,12.94,14.44,60829,47.45,133.09,0.77,0.76,0.51,0.51,18.41,130.25
16,92844,18853703,15325208707,17277,14.12,23.62,18345,14.99,16.96,57766,47.19,120.15,0.76,0.76,0.5,0.52,14.92,135.01
17,109033,20956636,16909425097,18357,13.71,23.49,19739,14.74,17.42,62231,46.48,123.62,0.76,0.75,0.5,0.53,14.15,136.75
18,86515,24803751,21045048996,16004,12.43,20.69,19425,15.08,18.54,52606,40.84,106.36,0.75,0.75,0.52,0.54,19.53,123.05
19,41192,15350871,13499589483,12258,9.34,9.16,19627,14.95,16.93,28162,21.45,32.18,0.75,0.74,0.48,0.51,19.9,126.88
20,44571,25477894,22836921614,12904,10.02,10.34,20906,16.23,18.33,29823,23.15,35.28,0.76,0.75,0.47,0.5,17.57,127.11
21,108804,22157750,18153185445,18140,13.33,24.37,20273,14.9,16.92,63526,46.68,134.37,0.79,0.78,0.48,0.51,17.69,130.31
22,106700,27212162,22540342026,18188,12.77,23.13,20374,14.31,16.88,62570,43.94,123.14,0.77,0.77,0.49,0.51,13.69,130.75
23,100712,31440695,25767726713,17971,12.86,22.2,20112,14.4,16.74,60875,43.58,117.93,0.77,0.76,0.51,0.53,13.9,128.98
