id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,21716,25320457,30436265399,10761,6.82,3.23,20728,13.14,17.27,12472,7.9,4.16,0.95,0.95,0.55,0.63,9.92,105.47
1,18532,20923860,25358296185,9884,6.39,3.16,17415,11.25,12.68,11241,7.26,4.0,0.95,0.95,0.57,0.65,10.71,103.61
2,23762,22866682,26144210373,11121,7.06,3.58,22582,14.34,16.33,12901,8.19,4.7,0.96,0.95,0.56,0.65,10.56,106.55
3,21316,16794556,20223276999,11046,6.98,3.21,20292,12.83,13.62,12682,8.02,4.04,0.96,0.95,0.55,0.64,11.31,107.04
4,23695,14705607,17413256097,12157,7.69,3.11,21466,13.58,11.52,13874,8.78,3.81,0.96,0.96,0.52,0.61,9.29,118.36
5,21924,10943557,13257720492,12023,7.62,3.45,20102,12.75,10.87,13834,8.77,4.38,0.96,0.96,0.53,0.61,7.73,109.46
6,26542,14453877,17012393710,12582,7.84,3.85,25178,15.69,18.28,14606,9.1,5.06,0.96,0.95,0.54,0.62,8.71,100.11
7,19271,25888149,30758602160,10511,6.58,3.23,18261,11.43,14.35,12055,7.55,4.08,0.95,0.94,0.55,0.64,11.32,100.29
8,24082,24740478,30321918557,10791,6.74,2.95,21382,13.36,13.75,13207,8.25,3.92,0.96,0.95,0.54,0.62,10.81,120.61
9,21079,13058153,16109560021,10108,6.47,2.8,17655,11.3,9.91,12548,8.03,3.41,0.97,0.96,0.53,0.62,7.28,141.25
10,25275,11317674,13927167638,10060,6.48,2.71,21164,13.63,15.89,11857,7.63,3.4,0.97,0.97,0.52,0.61,6.79,133.66
11,24947,11525290,13795501622,11109,7.06,2.72,20780,13.21,11.99,12576,7.99,3.3,0.96,0.95,0.52,0.61,6.17,134.29
12,26072,8076131,9867314906,10822,6.85,2.85,22172,14.03,13.02,12415,7.86,3.7,0.95,0.94,0.5,0.59,6.71,125.8
13,20623,10560589,12495789344,10352,6.58,3.04,19273,12.25,11.43,12115,7.7,4.03,0.95,0.94,0.53,0.61,7.32,104.81
14,16794,18441363,22781957508,9303,5.94,2.69,15840,10.12,8.99,10568,6.75,3.29,0.96,0.95,0.55,0.64,8.89,106.43
15,19830,24766631,30052911574,9728,6.17,2.92,18823,11.94,11.23,11557,7.33,3.99,0.96,0.95,0.55,0.65,9.38,104.08
16,18787,21179581,25737474397,10599,6.78,3.2,17494,11.19,11.56,12608,8.07,4.13,0.96,0.96,0.55,0.65,8.78,112.77
17,21385,15986119,18931432363,11631,7.31,3.18,20100,12.63,11.44,13864,8.71,3.96,0.96,0.96,0.54,0.63,7.91,107.09
18,19841,16109989,19505888160,10742,6.81,3.04,18604,11.79,9.69,12578,7.97,3.85,0.95,0.95,0.56,0.66,8.84,97.37
