id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
10,11,11,593,5,2.5,0.71,6,3.0,1.41,5,2.5,0.71,0.64,0.48,0.22,0.32,0.0,223.6
39,5,5,393,4,2.0,0.0,5,2.5,0.71,5,2.5,0.71,0.25,0.17,0.42,0.47,0.0,184.16
44,5,5,274,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.34,0.26,0.42,0.59,0.0,201.5
80,9,9,448,7,2.33,0.58,8,2.67,0.58,8,2.67,0.58,0.56,0.45,0.36,0.49,0.0,163.83
82,6,8,396,6,3.0,1.41,6,3.0,1.41,6,3.0,1.41,0.46,0.4,0.54,0.6,0.0,248.12
92,15,19,967,13,3.25,0.96,15,3.75,0.5,14,3.5,0.58,0.72,0.59,0.22,0.33,0.86,233.9
102,19,32,1520,14,2.8,1.48,18,3.6,2.41,17,3.4,2.3,0.6,0.52,0.4,0.48,2.18,239.95
103,12,15,736,8,4.0,1.41,11,5.5,3.54,11,5.5,3.54,0.78,0.65,0.17,0.26,0.82,241.06
134,2,3,124,2,1.0,0.0,2,1.0,0.0,2,1.0,0.0,1.0,1.0,0.75,0.74,0.0,53.5
135,1069,14266,2055135,333,3.06,1.86,1013,9.29,13.18,362,3.32,2.09,0.95,0.95,0.5,0.49,19.94,94.23
136,6531,217550,165287731,1526,4.18,2.62,1408,3.86,2.77,5931,16.25,11.15,0.45,0.49,0.49,0.47,11.56,165.54
137,12351,236448,233297860,1965,5.21,3.74,1808,4.8,2.77,8078,21.43,15.69,0.53,0.56,0.45,0.42,10.95,171.85
138,14509,2950511,3150926506,1942,5.61,3.8,1503,4.34,2.62,8947,25.86,14.81,0.47,0.51,0.44,0.43,8.9,176.91
139,9489,36742,11859259,1565,4.3,2.61,1338,3.68,2.06,8416,23.12,14.64,0.43,0.48,0.49,0.47,11.53,164.8
140,8771,69233,62058427,1712,4.59,2.77,1471,3.94,2.24,7862,21.08,14.25,0.47,0.52,0.49,0.46,12.98,164.12
141,7553,217399,233220126,1989,5.36,3.33,1762,4.75,2.37,6609,17.81,10.89,0.52,0.55,0.46,0.43,12.6,165.03
142,7855,191209,126488219,2241,5.9,4.03,1971,5.19,2.45,6711,17.66,13.21,0.55,0.58,0.43,0.4,12.15,173.44
143,7474,53806,28644722,1929,5.45,4.36,1459,4.12,2.22,6489,18.33,14.13,0.5,0.53,0.48,0.45,13.19,169.7
144,5939,37639,23979217,1239,4.41,3.4,895,3.19,1.95,5439,19.36,12.8,0.4,0.43,0.5,0.47,12.96,176.76
145,3018,4560,200265,651,3.11,1.43,518,2.48,1.36,2837,13.57,9.7,0.34,0.34,0.47,0.46,9.28,194.09
146,2489,3922,180547,756,3.35,1.61,649,2.87,1.53,2256,9.98,8.08,0.41,0.41,0.46,0.45,10.06,191.07
147,2872,4504,192560,756,3.33,1.63,612,2.7,1.57,2654,11.69,9.57,0.41,0.41,0.47,0.47,11.53,196.47
148,2693,4274,195895,620,2.76,1.34,595,2.64,1.43,2529,11.24,8.04,0.39,0.39,0.48,0.47,11.4,189.18
149,2334,3916,182828,679,3.1,1.44,630,2.88,2.0,2179,9.95,7.51,0.39,0.39,0.48,0.48,8.89,192.78
150,3923,6200,283733,843,3.41,1.52,766,3.1,2.08,3613,14.63,12.58,0.44,0.43,0.51,0.5,11.65,180.64
151,4496,7319,341484,951,3.43,1.55,1046,3.78,2.6,4060,14.66,12.95,0.5,0.5,0.47,0.46,11.42,183.5
152,3514,5603,249911,833,3.58,1.79,703,3.02,1.71,3230,13.86,11.17,0.4,0.4,0.46,0.45,11.69,189.32
153,3198,5231,237513,804,3.34,1.56,652,2.71,1.55,2967,12.31,10.07,0.42,0.41,0.45,0.45,10.46,187.35
154,2382,3907,184339,731,3.21,1.46,565,2.48,1.36,2235,9.8,7.36,0.39,0.39,0.47,0.46,10.01,183.19
155,4197,5958,264311,708,3.37,1.71,693,3.3,1.89,2860,13.62,9.95,0.47,0.46,0.4,0.4,9.55,194.43
156,6266,8514,352628,1037,4.94,2.07,879,4.19,1.75,4297,20.46,14.39,0.49,0.49,0.39,0.39,9.44,210.91
157,3471,5586,247503,824,3.46,1.67,778,3.27,2.05,3180,13.36,10.54,0.42,0.42,0.46,0.45,12.55,192.45
158,2844,4855,211370,909,3.87,1.62,1085,4.62,3.29,2492,10.6,8.17,0.47,0.47,0.38,0.37,7.5,196.47
159,3624,5795,257671,935,4.03,1.7,883,3.81,2.77,3234,13.94,10.48,0.42,0.41,0.43,0.41,9.31,202.31
160,4065,6511,289423,953,4.04,1.96,893,3.78,2.13,3699,15.67,13.3,0.43,0.43,0.42,0.4,11.31,195.7
161,3162,4979,219199,908,4.24,1.76,788,3.68,1.78,2897,13.54,10.63,0.39,0.39,0.42,0.42,9.51,208.56
162,3044,4586,203357,741,3.35,1.51,706,3.19,1.72,2816,12.74,9.41,0.39,0.38,0.44,0.43,10.36,199.24
163,3679,5630,254802,918,3.57,1.44,969,3.77,1.9,3429,13.34,10.52,0.48,0.47,0.44,0.43,10.25,194.93
164,2889,4448,194197,874,3.85,1.73,851,3.75,2.09,2676,11.79,8.65,0.41,0.42,0.42,0.4,9.46,205.54
165,3438,5130,217854,899,4.16,1.77,816,3.78,1.62,3182,14.73,10.05,0.39,0.4,0.42,0.42,9.88,204.99
166,3794,5425,227163,826,4.01,1.51,857,4.16,1.73,3353,16.28,10.57,0.38,0.39,0.41,0.4,8.45,221.19
167,2433,3616,163758,868,3.91,1.45,902,4.06,1.57,2023,9.11,6.05,0.5,0.51,0.38,0.38,8.05,212.12
168,2764,4179,196504,751,3.05,1.19,865,3.52,1.48,2500,10.16,8.33,0.5,0.5,0.43,0.42,9.48,196.32
169,2513,3993,177721,792,3.68,1.72,695,3.23,1.79,2355,10.95,8.43,0.41,0.41,0.45,0.45,11.05,199.25
170,3810,5857,268783,728,2.97,1.38,759,3.1,1.6,3605,14.71,11.7,0.44,0.44,0.47,0.46,10.47,185.86
171,3701,6281,288479,946,3.47,1.47,1122,4.11,2.57,3337,12.22,10.41,0.51,0.5,0.41,0.4,9.0,182.53
172,3892,5862,258157,808,3.74,1.68,753,3.49,1.9,3573,16.54,11.98,0.38,0.38,0.43,0.43,9.52,201.09
173,3148,4284,184918,774,3.58,1.33,1059,4.9,1.62,2655,12.29,7.75,0.48,0.49,0.36,0.36,6.55,220.67
174,3981,5882,257113,823,3.58,1.44,835,3.63,1.67,3512,15.27,10.96,0.43,0.42,0.43,0.41,10.44,199.2
175,2908,4373,187559,719,3.14,1.37,705,3.08,1.69,2753,12.02,8.54,0.41,0.42,0.47,0.46,9.92,198.32
176,3260,4935,223373,722,3.0,1.36,678,2.81,1.47,3104,12.88,9.88,0.43,0.43,0.47,0.46,10.89,189.47
177,3858,6043,275543,791,3.5,1.59,774,3.42,1.93,3595,15.91,11.53,0.39,0.39,0.46,0.45,12.08,195.5
178,3222,5075,223066,844,3.89,2.06,775,3.57,3.13,3032,13.97,9.5,0.39,0.39,0.45,0.44,11.29,194.27
179,4088,6253,275331,791,3.47,1.76,727,3.19,1.69,3825,16.78,12.4,0.4,0.4,0.47,0.46,11.89,189.29
180,3875,5694,252078,832,3.53,1.52,849,3.6,2.82,3601,15.26,12.42,0.44,0.44,0.45,0.44,8.6,194.16
181,7248,10369,460081,793,3.59,1.67,553,2.5,1.38,6900,31.22,23.26,0.35,0.35,0.51,0.51,11.05,187.12
182,4763,6705,284977,714,3.47,1.7,536,2.6,1.69,4579,22.23,16.3,0.32,0.32,0.48,0.48,8.66,200.32
183,2950,4383,195568,810,3.55,1.43,817,3.58,1.65,2695,11.82,8.3,0.44,0.45,0.41,0.41,7.8,207.99
184,3443,4905,219572,870,3.83,1.54,796,3.51,1.68,3130,13.79,9.87,0.43,0.43,0.43,0.42,7.53,205.63
185,2738,4035,184437,706,3.22,1.41,662,3.02,1.51,2553,11.66,8.57,0.39,0.39,0.47,0.45,10.31,196.39
186,3999,5784,262345,906,3.96,1.52,887,3.87,1.71,3781,16.51,11.35,0.42,0.41,0.43,0.42,8.44,205.22
187,3566,5098,217035,793,3.64,1.64,692,3.17,1.58,3372,15.47,11.0,0.38,0.38,0.47,0.45,9.23,197.69
188,4701,7017,305449,910,3.68,1.88,814,3.3,1.69,4388,17.77,14.05,0.43,0.43,0.45,0.44,9.77,190.9
189,3050,4621,212990,674,3.02,1.41,606,2.72,1.61,2896,12.99,9.48,0.38,0.38,0.45,0.43,9.15,187.25
190,4517,7051,347217,1713,3.52,1.64,1699,3.49,1.79,4245,8.72,9.1,0.7,0.7,0.4,0.39,6.67,152.29
191,3199,4811,223672,906,3.58,1.71,929,3.67,1.71,3002,11.87,8.77,0.48,0.48,0.43,0.42,9.4,189.13
192,3472,5465,261462,916,3.79,1.81,886,3.66,1.85,3242,13.4,10.37,0.46,0.46,0.44,0.42,10.71,183.53
193,3408,5085,229365,801,3.76,1.82,685,3.22,1.63,3216,15.1,9.83,0.36,0.36,0.45,0.44,9.62,190.39
194,3927,5866,268881,904,3.78,1.96,977,4.09,2.14,3634,15.21,11.49,0.44,0.44,0.43,0.42,8.68,192.23
195,3741,5790,256631,888,4.09,1.63,805,3.71,1.88,3497,16.12,11.56,0.38,0.38,0.45,0.44,10.52,198.76
196,3892,6437,299385,952,3.61,1.53,963,3.65,2.1,3604,13.65,11.04,0.48,0.48,0.43,0.42,11.88,186.24
