id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,678032,62845297,57490128949,92911,16.17,20.5,84702,14.74,17.98,305530,53.16,107.1,0.83,0.83,0.47,0.46,23.13,116.2
1,537866,46353507,40579079401,83069,14.43,17.65,75218,13.07,12.47,260135,45.19,89.49,0.82,0.82,0.48,0.47,22.48,115.22
2,635459,56085491,51144873224,89676,15.3,18.29,84111,14.35,21.1,291490,49.74,97.43,0.83,0.83,0.48,0.46,23.24,115.13
3,630820,66985546,62285157969,89846,15.42,18.18,83261,14.29,15.04,288786,49.56,94.35,0.82,0.82,0.47,0.47,23.09,116.26
4,641979,64293853,59190942547,91427,16.2,19.36,84235,14.92,15.31,288595,51.12,100.35,0.82,0.82,0.46,0.45,21.2,123.46
5,317031,11021241,8550154420,57437,10.08,8.83,70209,12.32,15.22,111305,19.53,26.71,0.8,0.8,0.48,0.51,21.54,117.76
6,360578,13323877,9696905966,60989,10.17,9.35,86022,14.35,20.45,119148,19.87,27.58,0.8,0.81,0.49,0.52,21.61,112.65
7,728070,61710988,54582927585,92229,15.67,19.68,87371,14.84,22.19,311934,53.0,108.24,0.81,0.82,0.47,0.47,22.5,113.33
8,641579,58829479,53573013560,88169,15.13,19.26,82075,14.08,18.72,293580,50.37,102.63,0.83,0.83,0.47,0.47,20.63,127.34
9,486936,54706205,47909232999,81059,14.44,17.07,76170,13.57,15.38,241308,43.0,82.96,0.84,0.84,0.46,0.46,17.78,139.84
10,462483,42258216,39216242454,81176,14.43,16.79,70399,12.51,12.7,236365,42.01,79.06,0.84,0.84,0.46,0.45,18.95,136.65
11,490531,46378015,42792130819,84160,15.07,17.78,72543,12.99,15.6,240561,43.06,83.63,0.84,0.84,0.46,0.45,18.56,138.23
12,237908,8362596,7395819259,50737,9.43,8.34,53834,10.01,8.95,92196,17.14,24.08,0.8,0.81,0.48,0.5,20.41,132.36
13,273764,10785464,8560678536,51635,9.28,8.72,63508,11.41,13.91,99219,17.83,26.27,0.79,0.79,0.51,0.53,24.23,114.99
