id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,225,248,12040,189,2.82,1.21,201,3.0,1.46,215,3.21,1.54,0.95,0.93,0.41,0.39,0.47,211.17
1,178,202,8904,161,2.98,1.05,171,3.17,1.22,171,3.17,1.22,0.96,0.94,0.35,0.33,0.05,207.48
2,323,340,15513,283,3.14,1.27,303,3.37,1.46,307,3.41,1.51,0.96,0.94,0.34,0.32,0.03,205.96
3,326,370,18364,271,2.82,1.25,285,2.97,1.36,284,2.96,1.36,0.96,0.94,0.41,0.39,0.4,202.53
4,560,593,26597,438,3.74,1.43,486,4.15,1.73,486,4.15,1.69,0.98,0.96,0.26,0.24,0.08,218.23
5,516,557,25513,441,3.34,1.27,470,3.56,1.4,474,3.59,1.39,0.98,0.96,0.32,0.31,0.37,207.54
6,472,509,23415,433,3.21,1.31,450,3.33,1.44,457,3.39,1.46,0.97,0.95,0.36,0.34,0.1,191.7
7,345,369,17009,312,2.79,1.19,328,2.93,1.33,329,2.94,1.3,0.95,0.93,0.42,0.4,0.24,204.82
8,454,483,24266,300,3.06,1.3,332,3.39,1.35,338,3.45,1.42,0.95,0.92,0.3,0.28,0.14,206.26
9,349,378,16137,193,3.27,1.11,239,4.05,1.32,239,4.05,1.32,0.99,0.97,0.2,0.2,0.06,233.48
10,393,412,17698,252,3.15,1.07,274,3.42,1.18,275,3.44,1.19,0.99,0.98,0.26,0.25,0.09,229.52
11,407,419,18448,264,3.94,1.17,276,4.12,1.3,282,4.21,1.38,0.97,0.96,0.2,0.2,0.0,232.2
12,326,338,14809,240,3.53,1.4,246,3.62,1.4,245,3.6,1.41,0.97,0.95,0.27,0.26,0.01,230.36
13,223,233,11171,196,2.93,1.83,192,2.87,1.32,217,3.24,2.05,0.94,0.93,0.42,0.4,0.0,214.06
14,399,417,19802,348,2.95,1.33,363,3.08,1.44,367,3.11,1.46,0.97,0.95,0.38,0.36,0.17,216.21
15,471,514,24636,355,2.67,1.22,384,2.89,1.44,390,2.93,1.45,0.96,0.95,0.42,0.4,0.04,210.39
16,429,452,20439,346,3.15,1.34,379,3.45,1.65,380,3.45,1.64,0.96,0.94,0.37,0.35,0.31,220.64
17,396,404,17999,342,3.26,1.37,372,3.54,1.61,373,3.55,1.6,0.96,0.94,0.35,0.34,0.01,216.05
18,438,487,23397,406,2.94,1.44,417,3.02,1.33,422,3.06,1.48,0.93,0.91,0.39,0.37,0.09,204.21
19,456,485,20809,416,3.15,1.43,430,3.26,1.35,439,3.33,1.48,0.93,0.92,0.37,0.35,0.17,208.87
20,364,376,16413,333,3.4,1.57,348,3.55,1.6,348,3.55,1.59,0.98,0.96,0.35,0.33,0.03,209.02
21,314,352,15881,278,2.87,1.44,290,2.99,1.56,292,3.01,1.54,0.97,0.96,0.42,0.4,0.59,221.68
22,324,344,15598,293,2.99,1.25,303,3.09,1.36,305,3.11,1.38,0.96,0.95,0.39,0.37,0.24,209.66
23,399,421,19982,362,2.81,1.28,384,2.98,1.42,386,2.99,1.43,0.96,0.93,0.41,0.38,0.43,214.58
24,244,249,10791,221,3.16,1.87,222,3.17,1.74,237,3.39,2.05,0.93,0.92,0.44,0.42,0.0,213.98
25,420,452,20861,356,2.78,1.31,374,2.92,1.41,377,2.95,1.4,0.97,0.95,0.44,0.41,0.27,213.79
26,801,869,39629,677,2.91,1.26,716,3.07,1.49,712,3.06,1.41,0.97,0.95,0.41,0.39,0.85,208.15
27,502,537,25901,450,3.15,1.36,485,3.39,1.51,487,3.41,1.53,0.96,0.94,0.36,0.34,0.32,210.15
28,353,383,17771,326,3.02,1.28,341,3.16,1.38,343,3.18,1.39,0.95,0.93,0.4,0.38,0.42,211.9
29,362,381,16892,325,3.32,1.69,331,3.38,1.59,345,3.52,1.97,0.95,0.93,0.34,0.32,0.05,212.81
30,402,427,20332,363,3.33,1.58,387,3.55,1.73,386,3.54,1.73,0.95,0.93,0.36,0.33,0.32,212.4
31,368,385,17693,337,3.3,1.47,358,3.51,1.61,358,3.51,1.59,0.96,0.94,0.34,0.32,0.01,215.42
32,472,505,22402,399,3.5,1.56,427,3.75,1.69,432,3.79,1.73,0.97,0.96,0.32,0.3,0.23,216.5
33,357,381,18032,320,3.33,1.46,338,3.52,1.59,336,3.5,1.59,0.97,0.95,0.36,0.35,0.06,217.54
34,484,500,24242,424,3.82,2.04,423,3.81,1.65,457,4.12,2.24,0.92,0.9,0.3,0.28,0.04,209.4
35,469,504,24136,404,3.04,1.35,438,3.29,1.56,441,3.32,1.55,0.96,0.95,0.38,0.35,0.36,212.88
36,437,458,21503,410,2.99,1.33,424,3.09,1.38,427,3.12,1.39,0.94,0.92,0.42,0.4,0.2,215.79
37,469,524,23298,413,2.87,1.37,428,2.97,1.45,432,3.0,1.45,0.96,0.94,0.42,0.41,1.05,216.89
38,683,759,33797,585,3.18,1.53,612,3.33,1.66,640,3.48,1.68,0.96,0.95,0.37,0.35,0.11,208.95
39,531,559,24125,450,3.44,1.61,463,3.53,1.64,476,3.63,1.73,0.97,0.97,0.33,0.32,0.1,208.04
40,640,727,33287,551,3.36,1.46,574,3.5,1.64,577,3.52,1.61,0.94,0.91,0.36,0.34,1.03,207.2
41,867,942,43540,772,3.37,1.54,811,3.54,1.67,819,3.58,1.7,0.94,0.91,0.37,0.35,0.54,205.24
42,523,552,23497,414,3.45,1.43,423,3.52,1.49,431,3.59,1.53,0.97,0.96,0.31,0.3,0.24,219.89
43,683,778,37856,603,3.05,1.38,611,3.09,1.38,621,3.14,1.41,0.96,0.92,0.41,0.39,1.8,207.4
44,715,763,35258,607,3.7,1.79,620,3.78,1.82,634,3.87,1.91,0.95,0.92,0.32,0.3,1.19,207.23
45,382,417,18986,346,2.75,1.42,362,2.87,1.52,360,2.86,1.5,0.96,0.94,0.45,0.43,0.13,214.95
46,342,381,17644,314,2.91,1.38,326,3.02,1.45,328,3.04,1.45,0.96,0.94,0.43,0.41,0.12,212.11
47,435,490,23959,389,3.21,1.42,410,3.39,1.52,412,3.4,1.55,0.94,0.9,0.37,0.35,0.09,207.94
48,483,510,22167,277,3.64,1.27,300,3.95,1.44,299,3.93,1.43,0.99,0.96,0.2,0.19,0.15,232.66
49,374,495,21772,297,3.03,1.39,310,3.16,1.45,315,3.21,1.45,0.96,0.95,0.44,0.42,3.28,222.45
50,444,470,20301,356,3.56,1.4,372,3.72,1.52,373,3.73,1.5,0.98,0.96,0.31,0.29,0.27,220.79
51,418,457,20369,380,3.36,1.67,407,3.6,1.92,406,3.59,1.87,0.95,0.93,0.36,0.34,0.2,218.2
52,422,445,18593,333,3.58,1.55,352,3.78,1.67,357,3.84,1.68,0.96,0.95,0.32,0.31,0.11,230.04
53,226,236,10233,192,3.37,1.22,203,3.56,1.36,206,3.61,1.41,0.94,0.92,0.34,0.32,0.2,225.85
54,643,716,30315,482,3.65,1.69,514,3.89,1.83,521,3.95,1.87,0.94,0.92,0.32,0.31,1.37,223.83
55,591,639,27778,399,4.07,1.49,433,4.42,1.82,436,4.45,1.83,0.97,0.95,0.23,0.22,0.08,224.66
56,202,233,10388,171,3.05,1.23,183,3.27,1.36,183,3.27,1.36,0.98,0.97,0.35,0.33,0.08,221.46
57,417,521,22545,310,3.78,1.41,334,4.07,1.57,323,3.94,1.54,0.98,0.97,0.31,0.3,2.54,226.88
58,198,245,11772,147,3.87,1.51,151,3.97,1.6,151,3.97,1.6,0.98,0.98,0.25,0.21,0.04,218.99
59,237,269,30554,187,3.82,1.83,183,3.73,1.54,195,3.98,1.96,0.94,0.92,0.27,0.19,0.02,199.6
60,710,756,38710,490,3.38,1.36,508,3.5,1.5,520,3.59,1.5,0.97,0.96,0.3,0.29,0.25,219.34
