id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,58463,6711728,5417808684,4409,27.56,20.97,11678,72.99,27.68,24306,151.91,202.58,0.76,0.78,0.44,0.36,12.77,96.06
1,57656,5805748,4539779020,4866,30.8,25.54,11228,71.06,24.95,24546,155.35,209.68,0.84,0.84,0.45,0.36,12.97,95.51
2,57232,6681147,5443463270,4908,31.87,23.82,12302,79.88,26.25,24440,158.7,202.37,0.85,0.86,0.44,0.36,13.67,95.66
3,53623,7504698,6635836711,4337,28.35,18.12,11245,73.5,28.69,22971,150.14,185.55,0.84,0.85,0.43,0.34,15.69,95.61
4,54910,5951659,4831551125,3777,22.62,20.6,12589,75.38,32.04,21361,127.91,201.91,0.86,0.84,0.45,0.41,8.06,100.19
5,14988,267713,207928348,1806,11.65,3.82,12919,83.35,27.2,2464,15.9,7.01,0.97,0.97,0.48,0.54,3.78,101.76
6,17459,230457,120051463,1999,12.98,4.15,14997,97.38,28.17,2815,18.28,7.65,0.96,0.96,0.51,0.63,4.67,97.08
7,65773,7123743,5684008077,4191,26.53,22.84,12039,76.2,25.73,25649,162.34,223.76,0.86,0.85,0.46,0.44,10.19,92.6
8,86091,8761723,6904545282,4333,26.58,23.93,11557,70.9,29.45,26862,164.8,242.09,0.86,0.84,0.48,0.43,8.44,105.21
9,54991,5034521,3307765243,3574,22.34,19.75,9332,58.32,21.34,19655,122.84,178.47,0.89,0.89,0.52,0.45,8.62,107.76
10,46954,4517271,3238691066,3791,25.61,20.57,9324,63.0,14.58,19965,134.9,174.41,0.89,0.89,0.5,0.43,9.66,99.48
11,54493,5030931,3705486462,3671,24.47,19.98,9742,64.95,16.83,20180,134.53,197.64,0.88,0.87,0.46,0.36,9.28,100.79
12,11954,491285,486264379,1806,12.04,3.43,10064,67.09,19.16,2495,16.63,6.52,0.91,0.91,0.48,0.49,5.71,102.06
13,11982,209212,161258444,1539,9.99,3.42,10854,70.48,22.07,1896,12.31,4.94,0.96,0.95,0.47,0.56,4.69,97.43
14,11881,357605,191227292,2011,13.23,5.54,9534,62.72,19.79,2857,18.8,10.52,0.91,0.92,0.49,0.52,8.6,98.64
15,13811,833444,765508153,2198,14.46,6.29,10591,69.68,19.44,3535,23.26,13.33,0.93,0.94,0.47,0.49,8.29,96.14
16,13902,786248,642070728,2244,14.38,5.98,10642,68.22,24.98,3632,23.28,14.17,0.88,0.89,0.45,0.44,9.34,100.93
17,12861,298028,240696362,1500,9.04,3.34,11396,68.65,28.96,1913,11.52,5.17,0.91,0.9,0.49,0.58,2.8,100.24
18,12423,133734,65941064,1381,9.09,3.06,11116,73.13,20.54,1741,11.45,5.19,0.96,0.96,0.49,0.57,2.74,95.8
19,14006,268279,246946316,1504,8.8,3.38,12593,73.64,32.2,1835,10.73,5.03,0.89,0.88,0.47,0.6,2.23,98.59
20,13276,144068,70429848,1485,10.03,3.25,11931,80.61,22.22,1849,12.49,4.46,0.96,0.96,0.49,0.63,2.88,97.68
21,65058,9712107,8835994365,4408,28.26,22.34,11834,75.86,23.78,26687,171.07,229.4,0.82,0.83,0.45,0.39,11.36,96.06
22,74135,8504342,7291986181,5216,33.01,27.91,12630,79.94,26.11,28250,178.8,246.78,0.84,0.85,0.43,0.33,12.88,92.84
23,62011,7710323,6708463958,4524,29.96,21.53,11913,78.89,20.09,25891,171.46,222.15,0.87,0.88,0.42,0.35,13.55,91.24
24,55361,5909477,4641522733,4041,26.24,21.02,11066,71.86,22.54,23118,150.12,200.58,0.88,0.87,0.44,0.43,11.18,92.45
25,59249,5997387,4835137755,3756,25.55,22.23,10148,69.03,12.9,23632,160.76,241.31,0.92,0.92,0.45,0.42,10.51,93.31
26,11246,110687,52187125,1535,9.53,3.56,9803,60.89,22.63,2023,12.57,5.63,0.94,0.93,0.46,0.55,3.83,98.03
27,13854,156253,79175518,1759,12.05,3.64,11903,81.53,14.27,2409,16.5,6.52,0.99,0.99,0.48,0.6,5.13,94.89
28,69211,8045298,7097744145,4432,29.16,21.44,11752,77.32,21.41,26428,173.87,225.35,0.84,0.86,0.42,0.38,12.26,91.54
29,73872,8346594,6244460843,4521,29.36,22.97,11362,73.78,23.18,25120,163.12,226.3,0.85,0.85,0.43,0.35,10.73,92.67
30,58927,7296675,5983801794,4396,28.18,20.28,11311,72.51,22.9,23023,147.58,186.67,0.79,0.79,0.42,0.35,12.96,91.2
31,59147,7428106,6174704691,4624,30.03,22.44,11394,73.99,21.33,23697,153.88,195.28,0.82,0.84,0.42,0.37,11.15,97.15
32,58173,7582196,6497485471,4209,27.69,25.45,11514,75.75,20.25,22753,149.69,227.63,0.91,0.91,0.43,0.41,9.14,97.85
33,13788,146111,69703177,1991,11.71,4.5,11515,67.74,29.05,2806,16.51,7.67,0.89,0.88,0.46,0.55,3.24,100.67
34,13269,235861,128251411,1802,12.09,3.31,11171,74.97,18.6,2546,17.09,6.54,0.98,0.97,0.5,0.64,3.82,96.14
35,66941,8718116,7429207651,4799,31.16,26.78,10973,71.25,23.72,26258,170.51,225.98,0.86,0.88,0.44,0.4,12.42,90.5
36,72731,8115484,6891273100,5305,32.15,29.04,10067,61.01,27.2,28008,169.75,245.01,0.81,0.82,0.42,0.34,11.52,89.71
37,61715,6978580,5863049285,4927,27.07,24.41,11165,61.35,32.41,24602,135.18,198.68,0.75,0.75,0.45,0.39,10.97,96.51
38,89203,8506657,6705118309,4522,28.8,24.75,12243,77.98,24.92,26027,165.78,229.39,0.89,0.89,0.44,0.38,8.17,93.17
39,14349,132975,58611424,1739,10.87,3.71,12309,76.93,27.32,2279,14.24,6.15,0.94,0.93,0.45,0.53,2.91,97.24
40,15174,144962,64868579,1810,11.04,3.78,12978,79.13,30.3,2390,14.57,6.39,0.94,0.93,0.47,0.53,3.45,101.56
41,14995,209691,128719116,1960,12.65,3.95,12578,81.15,23.75,2662,17.17,7.03,0.95,0.94,0.52,0.65,5.13,98.4
42,56558,5680669,4892507390,4031,24.43,19.77,11113,67.35,28.3,20170,122.24,181.61,0.86,0.85,0.45,0.42,9.66,98.58
43,65520,9308938,9177680347,4269,26.52,22.42,12094,75.12,27.88,24677,153.27,218.39,0.87,0.88,0.44,0.42,10.61,96.58
44,67812,8685324,7477620752,4247,27.76,24.03,11509,75.22,22.77,25408,166.07,236.08,0.88,0.87,0.45,0.44,9.98,95.32
45,18981,1118727,844392420,2888,19.51,11.59,11383,76.91,19.2,6591,44.53,45.6,0.92,0.92,0.47,0.47,10.11,96.34
46,60796,8229206,6817263918,4290,28.41,19.99,11812,78.23,21.02,23769,157.41,211.33,0.88,0.88,0.43,0.3,14.25,91.4
47,12935,121674,53631286,1624,10.21,3.51,11097,69.79,23.93,2169,13.64,5.95,0.94,0.93,0.48,0.56,3.54,99.7
48,10274,121121,67907656,1675,11.17,3.34,8584,57.23,17.92,2075,13.83,4.99,0.98,0.98,0.58,0.62,4.97,113.73
49,67852,9947942,8904167289,4885,30.92,23.05,9945,62.94,23.22,28235,178.7,224.89,0.81,0.82,0.44,0.34,14.34,100.69
50,60316,7585204,5800164771,5082,31.18,23.53,11061,67.86,26.22,25618,157.17,202.22,0.74,0.76,0.43,0.35,14.83,99.15
51,74605,7531653,6037676843,4643,27.64,21.08,12457,74.15,31.12,25770,153.39,210.7,0.78,0.79,0.44,0.37,10.71,97.05
52,89066,10762486,9501351193,4593,28.18,22.39,11670,71.6,28.37,28091,172.34,231.81,0.79,0.79,0.43,0.39,10.32,94.52
53,80607,8487932,6947222495,4316,28.77,23.37,12183,81.22,19.9,25079,167.19,247.66,0.88,0.9,0.43,0.38,9.64,93.73
54,12226,150560,89601376,1691,10.64,4.15,10267,64.57,26.4,2258,14.2,7.21,0.94,0.93,0.48,0.53,3.25,103.27
55,13165,221212,154978981,2038,13.15,5.59,10576,68.23,27.58,2883,18.6,10.12,0.95,0.95,0.48,0.56,5.68,104.33
56,65640,7836427,6182564190,4678,28.88,21.48,10698,66.04,29.36,25603,158.04,221.85,0.77,0.79,0.44,0.34,14.92,102.41
57,50741,6566612,5651209754,4378,24.73,20.33,10052,56.79,29.03,21739,122.82,182.59,0.75,0.74,0.39,0.32,12.42,106.63
58,62038,6646236,5156696855,4499,29.21,21.56,11186,72.64,22.76,25158,163.36,220.51,0.85,0.88,0.44,0.39,12.71,99.96
59,53533,6449241,4939682130,4238,26.82,19.79,10025,63.45,20.83,23093,146.16,187.48,0.79,0.81,0.46,0.37,11.79,96.81
