id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,793549,15650621,12740325314,128826,14.3,38.7,170332,18.9,57.36,392888,43.6,182.62,0.81,0.79,0.52,0.57,23.74,116.25
1,743499,17299711,14240599273,122346,13.67,38.41,161035,17.99,53.36,370992,41.45,178.23,0.81,0.79,0.53,0.57,24.35,114.1
2,861198,24190867,20962042057,134035,14.9,41.84,200316,22.27,71.13,436416,48.52,196.78,0.8,0.78,0.52,0.56,25.35,116.44
3,824325,24456335,21750677731,131957,14.43,37.91,195006,21.32,66.58,404628,44.25,178.86,0.8,0.78,0.52,0.57,23.72,116.3
4,888143,25033346,23401220074,134831,14.9,36.05,289354,31.97,284.82,395790,43.73,165.03,0.8,0.78,0.5,0.56,21.89,127.79
5,918220,26394781,24165018939,122901,14.54,35.78,351945,41.64,438.68,373400,44.17,167.36,0.79,0.77,0.52,0.59,20.94,120.03
6,1086053,24161467,19620883591,132050,15.16,39.55,343460,39.44,522.01,424097,48.7,195.59,0.78,0.76,0.53,0.59,22.4,110.1
7,949298,25470002,21682048251,138845,15.36,41.71,196007,21.68,111.45,442211,48.91,206.99,0.79,0.77,0.52,0.57,26.55,109.74
8,923384,23492656,21809597568,136460,15.43,41.52,208942,23.63,145.12,430861,48.73,204.78,0.8,0.78,0.51,0.56,22.52,127.91
9,750238,17857257,14436934286,127849,15.31,42.39,172981,20.72,60.67,380393,45.56,188.77,0.8,0.78,0.51,0.57,17.38,147.59
10,696889,14537840,12640300381,122057,14.06,37.29,165370,19.05,56.15,356648,41.08,169.94,0.81,0.78,0.51,0.57,18.75,142.01
11,762247,17660363,15279180006,124258,14.43,36.58,216090,25.09,95.29,358300,41.61,169.5,0.8,0.78,0.5,0.56,19.61,142.03
12,690182,13775094,11780305546,115093,14.27,42.57,172554,21.39,78.04,341776,42.36,181.99,0.79,0.76,0.52,0.59,19.44,133.81
13,757739,14020395,11322026280,114555,13.81,39.49,165860,19.99,62.35,355746,42.88,188.71,0.78,0.76,0.54,0.61,23.23,113.44
14,788629,14245917,11656992602,125235,14.21,38.66,175873,19.96,62.23,394295,44.74,184.56,0.79,0.77,0.53,0.58,25.9,115.87
15,969513,23671282,20287259386,135452,15.07,43.96,204385,22.73,75.19,451223,50.19,216.78,0.8,0.78,0.52,0.57,26.94,113.83
16,919765,19719038,17006795455,137906,15.39,41.79,197213,22.0,67.95,436935,48.75,202.64,0.79,0.77,0.52,0.57,25.21,119.49
17,1026597,22456170,17114744728,140821,15.62,44.89,235938,26.17,233.23,467032,51.8,216.81,0.8,0.78,0.52,0.57,26.47,116.96
18,879663,17123189,13949174548,132098,14.37,41.06,196006,21.32,63.88,420710,45.76,193.56,0.8,0.78,0.53,0.59,27.09,108.9
19,864670,14315408,11752662347,123197,14.18,36.94,196011,22.56,62.53,394943,45.46,182.37,0.8,0.78,0.53,0.59,25.56,107.64
20,968182,19397307,16627865362,124962,14.9,42.64,226180,26.97,263.08,413034,49.25,215.87,0.79,0.77,0.52,0.58,24.59,112.04
21,964289,20957656,18697025000,139077,15.26,44.01,185855,20.39,61.95,441736,48.46,215.26,0.8,0.78,0.52,0.57,26.3,114.94
22,990155,21500867,18886492858,141403,15.46,44.61,170429,18.64,54.62,441856,48.32,219.2,0.8,0.79,0.52,0.56,28.12,112.84
23,944713,14403470,11225115458,136257,14.8,42.65,161382,17.53,47.79,422744,45.93,210.8,0.8,0.78,0.53,0.57,26.7,113.48
24,882951,16807133,13538402965,131354,14.73,41.66,150154,16.84,47.52,403096,45.21,203.76,0.79,0.78,0.53,0.57,28.51,110.44
25,781938,15090480,12428818518,121279,13.99,39.49,143413,16.55,46.57,362697,41.84,190.25,0.8,0.78,0.54,0.58,28.43,110.99
26,381678,8118536,6999030344,86699,10.89,22.01,145626,18.29,46.87,218762,27.47,76.2,0.79,0.77,0.54,0.61,24.53,112.31
27,486742,10485746,9481797977,94865,11.57,25.43,166961,20.36,57.16,263592,32.15,95.42,0.79,0.77,0.55,0.62,26.15,108.12
28,956924,25713455,22008836965,138681,15.37,45.11,195723,21.7,110.63,430557,47.73,216.47,0.79,0.77,0.53,0.57,27.61,111.42
29,935814,16152479,12086030626,132527,14.4,41.88,158779,17.25,49.62,419153,45.55,209.07,0.8,0.78,0.52,0.58,25.16,111.92
30,962275,17579870,14213172430,143555,15.83,44.95,177244,19.54,73.32,439972,48.51,215.62,0.8,0.78,0.52,0.57,25.61,109.99
