id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,344,10539,6956603,243,4.5,1.97,166,3.07,1.44,320,5.93,3.49,0.85,0.82,0.53,0.44,11.05,113.64
1,289,12823,11540787,203,3.69,1.91,182,3.31,1.49,264,4.8,2.72,0.93,0.91,0.55,0.47,24.92,140.62
2,517,145878,179147970,299,4.75,2.45,235,3.73,1.69,414,6.57,4.57,0.87,0.85,0.49,0.41,10.13,118.66
3,1157,109663,117753978,321,4.59,2.1,252,3.6,1.6,440,6.29,3.5,0.92,0.91,0.5,0.45,37.45,128.23
4,118,12202,13540898,82,3.73,2.0,76,3.45,1.34,103,4.68,3.26,0.77,0.72,0.46,0.45,3.73,150.97
5,133,39892,8864058,95,4.75,2.22,74,3.7,1.81,114,5.7,2.87,0.94,0.94,0.53,0.52,25.71,150.12
7,267,4161,2084893,151,3.87,1.78,129,3.31,1.79,210,5.38,3.23,0.89,0.86,0.53,0.46,10.84,92.72
8,583,16643,5541289,267,4.6,1.76,212,3.66,1.68,448,7.72,4.18,0.91,0.91,0.47,0.42,10.39,114.01
9,271,12962,5107494,151,4.31,1.6,166,4.74,1.34,219,6.26,2.77,0.71,0.65,0.62,0.63,10.15,161.36
10,682,153768,157851604,194,4.62,1.92,191,4.55,1.38,354,8.43,4.67,0.92,0.91,0.39,0.36,57.84,162.75
11,123,4784,2698946,77,4.81,2.86,59,3.69,1.2,96,6.0,4.59,0.82,0.8,0.45,0.4,29.48,170.07
12,17,25,1753,8,4.0,1.41,8,4.0,1.41,9,4.5,2.12,0.91,0.87,0.38,0.52,0.04,207.36
14,197,9267,3984521,140,3.18,1.66,119,2.7,1.65,174,3.95,2.2,0.83,0.78,0.53,0.42,44.79,109.13
15,262,18699,12277646,183,4.46,1.96,126,3.07,1.17,224,5.46,2.54,0.86,0.84,0.51,0.39,16.63,104.17
16,314,7403,3332478,222,4.11,1.77,198,3.67,1.47,285,5.28,2.51,0.91,0.91,0.53,0.45,13.55,122.8
17,804,42512,41315233,388,4.79,1.97,348,4.3,1.85,585,7.22,3.27,0.77,0.75,0.43,0.34,19.22,113.22
18,1143,198252,197569048,410,4.66,2.54,343,3.9,1.91,648,7.36,4.15,0.76,0.72,0.44,0.31,14.04,87.59
19,749,34406,30833187,367,5.65,5.92,294,4.52,1.78,596,9.17,8.8,0.68,0.66,0.46,0.42,14.83,98.93
21,134,3748,3355432,106,3.79,1.62,94,3.36,1.47,124,4.43,1.97,0.92,0.92,0.53,0.47,23.39,139.66
22,432,12970,10133852,269,4.56,1.89,200,3.39,1.53,395,6.69,3.25,0.99,1.0,0.53,0.49,34.01,133.3
23,372,53929,54406273,238,3.78,1.6,228,3.62,1.49,320,5.08,2.43,0.83,0.77,0.5,0.45,23.84,118.33
24,239,12889,11775348,161,3.29,1.58,153,3.12,1.3,216,4.41,2.98,0.8,0.78,0.55,0.53,13.92,108.61
25,55,283,74920,50,3.57,1.28,47,3.36,1.28,53,3.79,1.53,0.79,0.71,0.59,0.66,4.1,140.91
27,186,6593,5766993,95,3.8,1.58,87,3.48,1.33,147,5.88,2.47,0.99,0.99,0.46,0.42,10.35,100.38
28,136,3410,2600246,94,3.62,1.42,65,2.5,1.3,122,4.69,2.48,0.93,0.93,0.49,0.4,9.12,101.93
29,250,41640,39850902,159,3.7,1.75,142,3.3,1.49,199,4.63,2.31,0.92,0.91,0.52,0.43,9.14,112.87
30,1074,64498,67919828,278,4.28,2.15,196,3.02,1.44,542,8.34,5.95,0.75,0.67,0.47,0.42,12.43,92.36
31,140,7303,5585118,96,3.56,1.83,75,2.78,1.22,120,4.44,2.65,0.72,0.69,0.59,0.5,12.21,97.3
32,5,34,7167,5,2.5,2.12,5,2.5,2.12,5,2.5,2.12,1.0,1.0,0.94,0.99,1.54,107.38
35,265,109428,115552605,154,4.53,3.32,97,2.85,1.37,218,6.41,4.9,0.99,0.99,0.46,0.34,48.7,98.67
36,255,16630,15097623,169,3.76,1.54,132,2.93,1.27,228,5.07,3.07,0.76,0.75,0.55,0.47,16.12,110.96
37,191,7950,7146013,144,3.89,2.05,118,3.19,1.54,174,4.7,2.64,0.87,0.87,0.57,0.51,14.34,121.42
38,1121,79634,57395670,496,8.55,4.91,225,3.88,2.12,862,14.86,10.69,0.79,0.82,0.44,0.34,21.04,131.54
39,276,26175,28425022,130,7.65,4.4,62,3.65,1.93,212,12.47,10.33,0.94,0.94,0.37,0.23,22.3,143.24
40,7,60,15642,6,3.0,0.0,6,3.0,0.0,7,3.5,0.71,0.98,1.0,0.94,0.99,1.64,113.96
42,431,61838,71523558,201,4.67,2.55,139,3.23,1.36,270,6.28,4.76,0.91,0.9,0.51,0.45,34.18,162.07
43,121,633,181366,96,3.31,1.34,100,3.45,1.38,104,3.59,1.48,0.87,0.84,0.52,0.53,4.81,143.21
44,397,198315,279974039,217,5.05,2.98,129,3.0,1.27,331,7.7,6.7,0.9,0.87,0.49,0.4,32.62,130.01
45,188,27676,38788620,149,3.24,1.52,145,3.15,1.37,172,3.74,1.99,0.87,0.86,0.6,0.56,8.31,113.79
46,117,44553,52645910,103,3.22,1.34,98,3.06,1.37,113,3.53,1.48,0.81,0.8,0.61,0.55,6.8,113.56
48,126,7389,8630235,58,4.83,2.08,50,4.17,1.27,76,6.33,3.11,0.81,0.75,0.46,0.43,3.42,158.0
49,316,5694,2888727,160,4.0,1.68,150,3.75,1.78,235,5.88,3.4,0.84,0.8,0.5,0.47,9.55,108.78
50,311,76094,83942127,208,4.16,1.63,183,3.66,1.3,245,4.9,1.73,0.87,0.86,0.46,0.41,14.21,146.78
51,314,63670,89691652,187,4.79,2.32,120,3.08,1.31,252,6.46,3.86,0.93,0.91,0.52,0.45,8.65,125.28
52,92,879,292768,75,3.41,1.37,73,3.32,1.55,83,3.77,1.57,0.92,0.89,0.43,0.37,2.19,134.76
53,1445,471753,338637851,619,6.66,3.09,393,4.23,1.83,950,10.22,5.65,0.95,0.96,0.47,0.29,14.59,105.95
54,188,80779,70663307,112,4.15,3.13,87,3.22,1.34,155,5.74,5.79,0.85,0.83,0.58,0.5,7.71,121.34
56,115,1198,450864,71,3.74,2.02,68,3.58,1.57,94,4.95,4.53,0.93,0.93,0.62,0.6,51.99,157.57
57,563,21951,21129905,324,5.68,2.71,245,4.3,1.79,456,8.0,4.74,0.95,0.93,0.47,0.41,46.94,158.25
58,537,26185,24334216,310,5.17,2.28,199,3.32,1.4,451,7.52,4.53,0.92,0.93,0.46,0.42,44.67,151.35
59,362,7087,3019928,192,4.47,2.42,146,3.4,2.25,286,6.65,4.29,0.89,0.86,0.52,0.46,23.11,137.98
60,29,202,97704,21,3.0,1.29,20,2.86,0.9,27,3.86,2.19,0.91,0.86,0.53,0.58,1.55,115.89
62,6,102,13696,6,3.0,1.41,6,3.0,1.41,6,3.0,1.41,1.0,1.0,0.89,0.74,9.81,155.12
63,193,5015,1948186,121,4.48,2.58,103,3.81,1.57,145,5.37,3.39,0.98,0.97,0.48,0.42,10.83,160.54
64,1007,137722,122542201,504,5.93,2.85,298,3.51,1.71,831,9.78,5.0,0.83,0.79,0.49,0.33,29.93,99.96
65,288,10270,5532965,191,3.75,1.85,162,3.18,1.57,243,4.76,2.78,0.85,0.82,0.56,0.51,7.84,112.0
66,197,12340,9962296,127,4.1,1.8,107,3.45,1.65,162,5.23,2.67,0.53,0.49,0.48,0.44,7.2,117.52
67,36,852,497441,24,4.0,1.67,18,3.0,0.63,29,4.83,1.94,0.88,0.88,0.42,0.32,4.83,137.76
68,25,318,103484,16,3.2,1.79,13,2.6,2.07,22,4.4,2.51,1.0,1.0,0.62,0.44,3.36,97.35
70,150,3790,2441760,108,4.7,1.58,80,3.48,1.59,139,6.04,2.36,0.94,0.92,0.49,0.38,20.14,120.54
71,43,1329,1213004,41,3.42,1.51,36,3.0,1.71,41,3.42,1.51,0.75,0.72,0.51,0.53,0.55,116.33
72,324,31848,38755759,199,3.9,2.06,173,3.39,1.81,263,5.16,2.85,0.87,0.85,0.5,0.44,21.83,125.66
73,88,2264,1749194,64,3.2,1.54,67,3.35,1.6,80,4.0,2.05,0.82,0.82,0.43,0.42,28.19,126.1
77,294,2122,680486,213,4.95,1.62,195,4.53,1.44,244,5.67,2.41,0.88,0.87,0.48,0.42,7.96,154.61
78,313,2210,763326,239,4.27,1.82,227,4.05,1.71,271,4.84,2.33,0.81,0.79,0.44,0.43,7.15,135.73
79,309,2568,678532,247,3.69,1.67,237,3.54,1.68,276,4.12,1.97,0.76,0.76,0.49,0.47,15.36,129.16
80,308,2897,1025821,230,3.59,1.4,220,3.44,1.3,274,4.28,1.68,0.76,0.76,0.51,0.45,11.86,116.25
81,110,36657,33489472,93,2.91,1.3,90,2.81,1.4,103,3.22,1.72,0.76,0.75,0.55,0.49,13.12,115.37
86,524,204318,227705111,273,4.27,1.76,224,3.5,1.46,367,5.73,2.58,0.7,0.66,0.47,0.42,23.35,114.01
87,228,555611,768996095,139,4.63,1.87,92,3.07,1.08,185,6.17,3.15,0.95,0.94,0.42,0.42,23.34,131.12
91,13,81,24277,11,5.5,2.12,12,6.0,1.41,13,6.5,0.71,1.0,1.0,0.23,0.18,7.78,155.93
92,17,182,42494,14,4.67,2.08,10,3.33,1.15,17,5.67,2.89,0.96,0.95,0.64,0.69,12.07,109.67
93,256,20884,20866025,161,4.6,1.83,135,3.86,1.46,202,5.77,3.52,0.99,1.0,0.45,0.41,32.1,169.37
94,52,480,298682,35,4.38,2.33,30,3.75,2.6,41,5.12,2.95,1.0,1.0,0.43,0.28,29.34,143.1
95,47,914,601460,38,4.75,1.16,31,3.88,1.25,43,5.38,1.19,0.84,0.77,0.43,0.42,5.55,131.04
97,11,484,184871,11,5.5,0.71,9,4.5,2.12,11,5.5,0.71,0.56,0.52,0.48,0.54,17.74,177.08
98,73,3191,3638166,48,4.8,1.48,41,4.1,1.2,59,5.9,3.18,0.92,0.9,0.52,0.46,9.86,131.51
99,85,8437,6023438,54,4.91,1.87,35,3.18,1.08,73,6.64,3.38,0.86,0.86,0.42,0.32,20.15,100.35
100,59,9327,11849759,38,4.75,2.12,16,2.0,0.76,55,6.88,3.76,0.95,0.88,0.38,0.33,16.7,79.62
101,91,111057,97296781,64,3.56,1.62,48,2.67,1.14,82,4.56,2.48,1.0,1.0,0.58,0.48,11.77,102.4
102,227,11978,3204969,91,5.69,2.55,62,3.88,1.09,153,9.56,5.02,0.96,0.95,0.59,0.44,9.42,131.37
103,142,31600,34599450,72,6.0,3.49,60,5.0,1.54,101,8.42,5.12,0.99,0.98,0.57,0.44,5.56,165.57
104,186,32469,39738439,65,5.42,2.84,63,5.25,1.48,119,9.92,6.63,0.96,0.96,0.56,0.44,5.81,157.03
106,201,5439,2693688,151,4.31,1.78,129,3.69,1.62,174,4.97,2.16,0.88,0.88,0.52,0.33,11.22,121.0
107,13,139,43476,9,2.25,0.96,9,2.25,0.96,10,2.5,1.0,1.0,1.0,0.5,0.41,33.49,164.98
