id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,50573,380201,266371134,25095,4.66,4.49,21642,4.02,2.04,44565,8.27,16.21,0.77,0.75,0.46,0.45,1.86,204.41
1,45436,289167,186422413,22526,4.28,4.16,19300,3.67,1.94,40273,7.65,14.68,0.75,0.73,0.48,0.47,1.9,205.35
2,51589,232827,140074084,24634,4.62,4.33,21398,4.01,1.97,45554,8.54,16.95,0.76,0.74,0.46,0.44,1.81,203.65
3,52560,244390,142897118,25076,4.63,4.46,21294,3.93,1.99,46150,8.53,16.45,0.74,0.72,0.46,0.45,2.04,202.07
4,53977,131461,38542769,27519,4.98,3.67,26457,4.79,1.99,44592,8.07,13.15,0.78,0.76,0.39,0.38,1.87,211.34
5,39324,82841,7739836,23747,4.41,2.39,23930,4.45,2.01,34229,6.36,7.27,0.77,0.75,0.42,0.41,1.96,205.79
6,36851,63353,4410071,24039,4.24,1.97,24409,4.3,1.95,34737,6.12,5.49,0.77,0.74,0.47,0.45,1.87,199.73
7,31887,583075,529463089,20392,3.77,2.07,20195,3.74,1.8,29929,5.54,5.56,0.75,0.72,0.48,0.47,2.49,200.46
8,42272,128312,45177179,22444,4.03,2.21,24643,4.43,2.04,33459,6.01,4.95,0.79,0.77,0.41,0.4,1.82,218.39
9,49142,123149,41722079,23645,4.21,1.88,28591,5.09,1.83,35710,6.36,4.25,0.83,0.81,0.34,0.34,1.27,230.87
10,49252,109548,22436507,23552,4.32,2.49,26107,4.79,3.13,36822,6.75,8.05,0.82,0.8,0.36,0.36,1.51,227.22
11,61553,262562,143814687,29136,5.22,3.68,27867,4.99,2.19,47289,8.47,13.66,0.83,0.81,0.35,0.35,1.18,226.16
12,61091,110100,10947181,27999,4.95,3.69,26031,4.6,2.32,48395,8.56,14.62,0.79,0.76,0.38,0.38,1.43,220.43
13,50399,95741,8438572,24952,4.53,3.85,22122,4.01,1.99,44767,8.12,14.66,0.76,0.74,0.46,0.46,1.64,210.97
14,49573,160130,91631431,24410,4.46,4.03,21341,3.9,1.88,43411,7.93,14.44,0.76,0.74,0.47,0.46,1.76,211.57
15,54879,545118,432508637,23865,4.39,4.32,21149,3.89,2.06,47768,8.79,16.05,0.74,0.71,0.47,0.46,1.96,210.89
16,54798,160825,23558417,25444,4.68,4.26,24120,4.44,2.17,47089,8.67,14.99,0.77,0.75,0.44,0.43,1.71,211.29
17,57345,137952,31478246,26635,4.75,4.44,24293,4.33,2.03,49941,8.9,16.9,0.76,0.74,0.45,0.44,1.8,208.61
18,54161,248514,123413345,24868,4.49,4.56,21015,3.8,1.86,46899,8.48,16.56,0.74,0.72,0.48,0.47,2.11,203.11
19,58630,158722,37934305,27082,4.75,4.28,23184,4.07,3.14,50399,8.85,17.47,0.74,0.72,0.46,0.45,2.11,196.65
