id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,101964,10497278,10577148849,7874,24.76,31.69,6241,19.63,21.65,47393,149.03,287.08,0.84,0.83,0.45,0.42,15.97,155.09
1,92897,9348566,8959735981,7365,23.31,31.46,5835,18.47,20.59,44467,140.72,278.34,0.78,0.78,0.44,0.41,14.26,157.48
2,99675,11780713,12025411886,7713,25.04,30.94,6402,20.79,22.79,46343,150.46,284.25,0.88,0.87,0.44,0.4,17.61,154.63
3,115498,11917846,11356895305,7878,25.33,33.09,6357,20.44,21.12,51681,166.18,318.93,0.87,0.86,0.44,0.41,12.43,150.9
4,103482,12893393,11756576755,7536,24.08,31.58,6159,19.68,21.07,45927,146.73,296.16,0.75,0.75,0.42,0.37,11.15,162.88
5,13925,1316573,1328237811,3700,11.75,8.24,3635,11.54,8.1,9476,30.08,25.51,0.74,0.75,0.47,0.46,13.56,165.28
6,17187,899227,922562208,4225,13.0,9.63,4961,15.26,14.17,11331,34.86,30.68,0.77,0.77,0.46,0.48,12.46,163.0
7,122142,11834326,11665052372,8146,25.3,33.89,6796,21.11,23.25,52758,163.84,323.86,0.86,0.85,0.47,0.45,11.66,148.4
8,114913,11300107,11122368390,8136,26.42,33.83,6725,21.83,23.55,50802,164.94,318.62,0.82,0.82,0.42,0.39,14.65,161.61
9,72093,6076479,5615607227,7613,25.81,35.2,5508,18.67,21.7,36557,123.92,226.17,0.88,0.88,0.41,0.36,14.64,167.09
10,67190,5868019,5318601913,6783,21.74,27.41,5290,16.96,16.35,35060,112.37,215.98,0.84,0.83,0.41,0.38,12.35,167.09
11,76383,7576162,6918031972,6956,22.88,29.94,5284,17.38,18.1,37724,124.09,252.2,0.86,0.85,0.39,0.33,13.53,171.13
12,11989,2463424,792793012,3451,11.43,7.31,3415,11.31,7.64,8363,27.69,20.76,0.74,0.74,0.46,0.45,15.36,173.03
13,13791,2148529,2233029026,3691,11.75,9.6,4817,15.34,18.0,9417,29.99,30.9,0.87,0.86,0.48,0.49,15.18,155.66
14,85847,9299203,8985969961,7126,22.99,30.49,6069,19.58,22.49,40906,131.95,258.21,0.91,0.9,0.45,0.42,13.87,150.36
15,98384,10452113,9799997225,7581,24.94,31.67,5902,19.41,21.05,45977,151.24,287.25,0.88,0.87,0.46,0.43,17.94,154.35
16,90948,9637580,9624735429,7751,25.58,31.72,5565,18.37,18.93,43538,143.69,262.6,0.9,0.89,0.44,0.42,18.94,155.04
17,18226,1143532,1024271033,4463,14.3,11.32,3724,11.94,9.27,12786,40.98,37.89,0.76,0.76,0.46,0.44,22.16,169.47
18,21916,3984110,3887506306,4222,13.58,11.64,3524,11.33,9.53,12727,40.92,43.91,0.87,0.87,0.47,0.45,22.05,159.0
19,14506,929411,745181581,3562,11.34,8.46,3639,11.59,8.67,9638,30.69,28.48,0.84,0.83,0.48,0.49,18.65,160.25
20,15543,806156,787778854,3967,12.51,9.96,4889,15.42,14.77,10273,32.41,30.18,0.79,0.8,0.49,0.51,18.31,161.03
21,115551,13467181,13314042123,8244,24.98,34.35,7101,21.52,24.78,51612,156.4,311.24,0.83,0.82,0.45,0.43,14.9,159.0
22,91118,10246648,10047115800,7479,22.66,29.15,6428,19.48,20.67,45127,136.75,262.2,0.79,0.79,0.46,0.43,15.73,160.56
