id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,4273337,586620554,536028731426,1950931,5.49,18.1,2231195,6.28,80.02,2917599,8.21,45.07,0.9,0.89,0.51,0.45,27.89,130.14
1,3873035,625125869,594974357044,1792395,5.13,15.7,2010553,5.75,78.24,2659319,7.61,39.26,0.9,0.89,0.52,0.46,28.85,128.24
2,4601489,706370797,673462574627,2048143,5.68,15.63,2389830,6.62,119.68,3002075,8.32,41.09,0.9,0.89,0.5,0.44,24.97,140.32
3,3742882,552772706,518675608955,1685000,5.32,15.79,1881132,5.94,73.61,2537323,8.01,40.95,0.9,0.89,0.51,0.45,27.57,130.93
4,3287213,778100465,833085950272,1441098,6.19,19.49,1651633,7.09,60.61,2238996,9.62,49.57,0.9,0.89,0.48,0.44,25.78,147.33
5,2630926,672656480,701721897134,1099035,6.49,22.69,1481682,8.75,93.6,1739461,10.27,55.71,0.88,0.87,0.49,0.45,27.78,138.46
6,3357884,614423997,576249290243,1348227,6.49,24.46,1831370,8.82,104.26,2164473,10.42,60.98,0.87,0.86,0.5,0.45,30.12,125.51
7,4203166,843805087,847420793724,1939979,5.31,15.45,1988248,5.44,55.62,2929276,8.01,38.43,0.89,0.89,0.51,0.45,29.67,123.54
8,4254591,571387037,539793536448,1803250,5.33,15.66,2115463,6.26,80.14,2736991,8.1,38.95,0.9,0.89,0.5,0.45,25.4,140.07
9,3830656,438741829,416248034113,1672894,5.46,14.25,1913248,6.25,51.57,2511605,8.2,33.74,0.91,0.9,0.48,0.45,18.03,173.9
10,3294433,459356789,464220051036,1491161,5.47,16.16,1638346,6.01,45.23,2181918,8.0,38.04,0.91,0.9,0.48,0.44,19.72,169.45
11,2874307,443316871,437661269746,1241002,5.89,17.02,1428147,6.78,115.48,1804414,8.56,41.02,0.91,0.9,0.48,0.45,22.38,165.94
12,2242977,375632488,361425861981,932272,5.95,19.62,1197061,7.64,84.52,1408952,8.99,46.97,0.89,0.88,0.49,0.47,25.08,154.46
13,2400047,425988734,395520503748,1035096,5.48,19.54,1261349,6.67,64.93,1637160,8.66,48.77,0.88,0.87,0.52,0.47,32.65,127.03
14,3646557,698943810,719981713166,1689603,4.9,14.81,1798884,5.22,66.77,2509484,7.28,37.78,0.9,0.89,0.52,0.46,30.6,129.07
15,4166494,1191481529,1283525281116,1882723,5.13,15.15,2057018,5.6,62.75,2869517,7.82,39.15,0.89,0.89,0.51,0.45,30.58,130.46
16,4246203,605571095,564431233501,1877527,5.25,16.67,2176342,6.08,65.32,2913853,8.14,44.26,0.89,0.89,0.51,0.46,28.71,132.96
17,4382812,699730848,668652809147,1853371,5.83,20.59,2319025,7.3,84.34,2897906,9.12,55.66,0.9,0.89,0.5,0.45,29.08,141.7
18,3214233,661128428,648737564885,1267795,5.52,21.42,1647072,7.18,102.83,2059557,8.97,56.89,0.9,0.89,0.52,0.46,36.0,125.39
19,2817141,605768306,576829719548,1098026,6.29,25.38,1543998,8.84,87.98,1807232,10.35,63.03,0.88,0.87,0.52,0.47,35.79,125.01
20,3149475,740981638,740994250764,1260612,6.52,24.67,1718744,8.89,99.99,2036097,10.53,61.39,0.88,0.88,0.51,0.46,33.22,130.67
21,4798611,804199816,804074434555,2032770,5.55,16.53,2406499,6.56,90.81,3091875,8.43,42.92,0.9,0.9,0.51,0.44,29.6,130.88
22,4677293,774252198,737884669573,2130853,5.58,16.93,2234569,5.85,60.9,3232415,8.46,43.78,0.9,0.89,0.51,0.44,29.55,132.36
23,4516107,754935109,715441113591,1962506,5.3,17.79,2068595,5.59,62.3,3065999,8.28,48.37,0.9,0.9,0.52,0.45,31.38,126.4
24,3929936,604700998,588956760452,1706792,5.43,16.75,1839371,5.85,53.3,2674688,8.5,44.72,0.89,0.89,0.52,0.48,30.35,124.25
25,3769882,794996534,844522004023,1377591,5.85,23.41,1649962,7.01,70.12,2311618,9.82,62.67,0.88,0.88,0.54,0.5,33.62,124.89
26,2852954,747002570,843392553018,963922,5.73,22.03,1253996,7.46,72.26,1598440,9.5,57.32,0.88,0.88,0.55,0.51,35.36,126.49
27,4071946,841223142,863898414765,1280383,6.24,22.24,1739680,8.47,99.82,2106550,10.26,55.71,0.88,0.87,0.53,0.49,35.33,126.21
28,4626056,976580868,1022555463882,1857152,5.07,14.79,1928912,5.27,53.21,2834275,7.74,37.98,0.9,0.89,0.52,0.45,32.35,125.34
29,4917352,867678939,886831690581,2000536,5.46,16.95,2319749,6.33,79.19,3042766,8.31,43.75,0.9,0.89,0.51,0.45,29.87,130.63
30,4560763,1003289308,1079248256462,1907312,5.14,16.32,1976461,5.33,52.44,2938564,7.92,42.61,0.9,0.89,0.52,0.45,31.91,126.04
31,4085567,761552749,758976414513,1666596,5.23,16.91,1887575,5.92,62.35,2581983,8.1,43.11,0.9,0.9,0.52,0.45,30.82,126.12
32,3615162,506610329,469308868092,1427320,5.93,19.38,1637317,6.8,61.41,2205771,9.16,49.37,0.89,0.89,0.5,0.45,30.2,136.79
33,3217209,434981191,391918922623,1127191,6.35,21.64,1668895,9.41,126.21,1781588,10.04,54.31,0.87,0.87,0.5,0.46,30.72,132.85
34,3659508,577684357,541254947474,1269006,6.33,24.56,1811560,9.04,150.47,2048499,10.22,62.37,0.88,0.87,0.51,0.46,31.84,131.18
35,4778280,704584649,655169927785,1870395,5.23,17.94,2160798,6.05,97.48,2920725,8.17,46.01,0.9,0.89,0.51,0.45,30.49,126.72
36,4585306,792439629,775770459597,1915911,5.2,15.83,1995362,5.41,56.05,2924554,7.93,39.22,0.9,0.9,0.52,0.45,30.43,123.18
37,4522586,794118718,787863100585,1752612,5.26,17.62,2021037,6.06,85.73,2728335,8.19,45.33,0.9,0.9,0.51,0.45,30.24,123.03
38,4124856,852438420,879777792092,1463616,5.48,19.13,1824618,6.83,115.21,2329892,8.73,49.42,0.9,0.89,0.52,0.46,33.01,125.68
39,3742307,922852899,952081997132,1207819,6.55,23.84,1834310,9.94,130.17,1977845,10.72,61.32,0.88,0.87,0.5,0.46,31.36,130.77
