id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,2605,45712,40932193,1903,4.51,2.08,1923,4.56,2.01,2250,5.33,2.52,0.87,0.87,0.48,0.44,22.46,149.13
1,3502,167274,82534612,2278,5.24,2.78,1924,4.42,1.88,2859,6.57,4.45,0.86,0.87,0.48,0.41,18.93,135.32
2,3997,616037,540262369,2512,5.61,2.68,2094,4.67,2.04,3296,7.36,4.17,0.85,0.87,0.45,0.37,19.89,140.02
3,4591,290018,221075302,2817,6.3,3.52,2204,4.93,2.0,3787,8.47,6.34,0.86,0.87,0.45,0.37,17.94,140.13
4,4643,343701,376753877,2745,6.24,2.81,2479,5.63,2.1,3731,8.48,5.67,0.83,0.85,0.42,0.39,17.09,155.23
5,4512,469321,502391562,2717,6.2,2.79,2323,5.3,2.12,3667,8.37,5.0,0.86,0.89,0.45,0.39,17.61,141.37
6,4288,35390,13862534,2556,5.82,2.61,2184,4.97,2.07,3649,8.31,5.22,0.8,0.83,0.49,0.43,18.74,130.52
7,3619,116437,124776011,2341,5.44,2.89,1937,4.5,2.05,3082,7.17,5.02,0.84,0.86,0.48,0.42,19.38,133.71
8,4280,523057,600682149,2538,5.86,2.93,2206,5.09,2.0,3381,7.81,4.75,0.88,0.89,0.47,0.42,18.2,160.95
9,4158,75186,70577504,2248,5.3,2.29,2313,5.46,1.72,3136,7.4,3.77,0.89,0.9,0.4,0.37,15.28,180.89
10,4071,33959,17371908,2368,5.64,2.89,2288,5.45,2.27,3113,7.41,4.99,0.85,0.87,0.43,0.38,17.12,169.72
11,3902,23606,10360094,2470,5.84,2.31,2292,5.42,2.08,3024,7.15,3.64,0.84,0.85,0.4,0.38,12.31,175.39
12,3916,206564,212796045,2485,5.69,3.03,2236,5.12,2.17,3135,7.17,4.83,0.85,0.87,0.42,0.38,17.6,166.1
13,3384,25151,11314801,2318,4.98,2.55,2183,4.69,2.83,2983,6.42,3.93,0.8,0.81,0.48,0.42,20.69,144.47
14,3285,49936,34654620,2272,5.11,2.67,1961,4.41,2.16,2869,6.45,4.32,0.79,0.81,0.5,0.44,21.29,144.79
15,4533,442589,540406862,2866,6.01,3.55,2172,4.55,2.08,3869,8.11,5.94,0.8,0.81,0.48,0.41,29.94,139.0
16,4492,65306,19401774,2872,6.06,3.04,2413,5.09,2.53,3730,7.87,4.79,0.83,0.84,0.47,0.42,30.17,147.12
17,4479,90521,61683349,2891,5.92,3.12,2467,5.06,2.12,3932,8.06,5.83,0.8,0.81,0.47,0.43,27.35,144.74
18,3859,38687,12617927,2642,5.23,2.67,2227,4.41,2.06,3408,6.75,4.34,0.79,0.79,0.47,0.43,28.77,135.44
19,4819,215788,210099076,3018,5.84,3.19,2534,4.9,2.98,4039,7.81,5.63,0.75,0.75,0.47,0.43,29.8,130.7
20,4899,45383,13509974,2935,5.83,3.04,2858,5.68,4.7,3941,7.83,5.29,0.76,0.74,0.46,0.44,25.88,135.94
21,4372,44299,14918426,2802,5.68,3.17,2330,4.73,2.06,3676,7.46,5.09,0.8,0.79,0.46,0.43,27.23,141.58
22,4891,62077,26027365,2996,6.78,3.92,2186,4.95,1.91,4041,9.14,6.66,0.83,0.85,0.46,0.4,25.81,141.12
23,4170,120069,92210533,2593,5.92,3.15,2147,4.9,2.06,3560,8.13,5.25,0.8,0.83,0.47,0.41,18.2,135.15
24,5022,104535,74927917,2840,5.88,3.28,2278,4.72,2.15,4049,8.38,6.09,0.77,0.78,0.5,0.47,25.64,130.18
25,6359,252946,183293222,2882,5.09,2.86,3550,6.27,12.12,3805,6.72,4.69,0.67,0.65,0.54,0.54,24.82,121.73
26,4844,33098,17582137,2867,5.01,2.39,2598,4.54,1.95,3656,6.39,3.77,0.7,0.68,0.53,0.53,22.39,129.5
27,5791,75830,30010254,3005,5.2,2.79,2888,5.0,4.53,4117,7.12,5.15,0.69,0.68,0.55,0.55,24.17,124.8
28,18374,693252,315336375,4110,7.33,5.38,11520,20.53,234.13,6382,11.38,10.47,0.67,0.67,0.55,0.51,18.05,115.06
29,12313,658500,688317459,4430,7.61,5.56,5438,9.34,26.65,6642,11.41,11.0,0.71,0.69,0.53,0.5,18.79,115.9
30,8706,341354,174058025,4404,7.49,5.54,3110,5.29,2.65,6388,10.86,11.73,0.7,0.68,0.54,0.53,23.72,122.17
31,7092,4182250,4013387332,3845,6.34,4.59,2957,4.88,2.63,5289,8.73,7.89,0.7,0.67,0.52,0.52,23.6,128.78
32,7614,238131,203314069,3790,5.92,4.35,3540,5.53,6.82,5016,7.84,8.22,0.69,0.66,0.46,0.48,14.94,146.42
33,5989,49891,24665007,3538,5.2,3.08,3151,4.63,2.18,4392,6.45,4.66,0.67,0.63,0.47,0.48,20.32,142.75
34,12202,11268345,13560123705,3895,5.58,3.12,3324,4.76,2.23,5002,7.17,5.2,0.71,0.68,0.49,0.5,20.53,140.03
35,7372,234410,132821882,4047,5.86,4.33,3086,4.47,2.4,5436,7.87,7.53,0.67,0.63,0.48,0.49,21.62,133.39
36,7725,186240,117155642,4151,5.88,4.67,2924,4.14,2.08,5627,7.97,8.79,0.67,0.64,0.51,0.51,21.29,133.32
37,6940,273926,195229797,3872,5.95,4.24,2935,4.51,3.15,5091,7.82,7.5,0.69,0.67,0.49,0.49,24.78,138.32
38,5541,134949,102737050,3463,6.18,3.4,2770,4.95,2.19,4514,8.06,5.4,0.79,0.78,0.43,0.42,32.76,149.52
39,6019,95094,48368233,3705,6.42,3.35,2921,5.06,2.33,4875,8.45,5.23,0.79,0.78,0.43,0.42,32.51,147.49
40,5751,101691,50300815,3417,6.22,3.29,2648,4.82,2.21,4513,8.22,5.24,0.83,0.83,0.45,0.44,33.96,146.65
41,5469,104387,75274296,3374,6.39,3.37,2576,4.88,2.18,4398,8.33,5.39,0.84,0.85,0.46,0.46,35.5,146.21
42,5800,231470,174104033,3500,7.28,4.4,2386,4.96,2.27,4482,9.32,7.26,0.87,0.87,0.44,0.42,34.24,151.31
43,6410,1277183,1094207097,3539,6.69,4.45,2411,4.56,2.27,4639,8.77,7.48,0.82,0.8,0.45,0.41,27.77,145.27
44,5633,140506,104107604,3296,6.88,4.85,2342,4.89,2.19,4422,9.23,9.14,0.83,0.82,0.45,0.4,27.49,143.93
45,113144,247100,103557231,2944,5.54,3.68,75914,142.96,2262.68,3903,7.35,6.21,0.79,0.79,0.47,0.43,24.0,136.68
46,5239,123767,75674345,2927,6.12,4.65,2006,4.2,2.17,4191,8.77,8.67,0.71,0.71,0.48,0.43,13.84,134.6
47,4233,288015,329030786,2302,5.08,3.71,1884,4.16,2.1,3269,7.22,7.26,0.73,0.72,0.44,0.42,8.3,138.07
48,4332,126342,99031458,2293,5.5,3.05,2191,5.25,3.61,2930,7.03,4.79,0.84,0.82,0.38,0.4,6.18,175.72
49,5431,162664,143004623,2599,5.87,4.7,2101,4.74,3.04,3700,8.35,9.12,0.79,0.77,0.4,0.41,10.28,170.21
50,5173,103482,77180846,2964,6.39,4.39,2474,5.33,2.52,3938,8.49,7.95,0.79,0.77,0.37,0.36,11.95,166.03
51,5488,107783,70836180,2954,5.68,4.65,2501,4.81,7.84,4276,8.22,8.71,0.68,0.65,0.44,0.42,11.54,145.26
52,7255,437267,399224841,3609,5.86,4.82,2920,4.74,2.41,5213,8.46,9.7,0.65,0.59,0.42,0.42,8.78,148.78
53,6506,126953,69933373,3472,5.11,3.7,3090,4.54,2.44,4576,6.73,6.75,0.63,0.57,0.45,0.49,11.9,141.43
54,5862,40192,14852007,3330,5.09,3.13,2996,4.58,2.09,4173,6.38,5.02,0.64,0.58,0.44,0.5,12.4,143.0
55,6606,151789,52219641,3596,5.35,3.36,3311,4.93,2.27,4555,6.78,5.31,0.66,0.6,0.42,0.48,11.83,154.25
56,6367,373693,458819761,3376,5.23,4.04,2854,4.42,2.12,4363,6.75,6.73,0.66,0.61,0.44,0.48,13.27,147.41
57,6368,114547,77644205,3382,5.23,3.52,2986,4.62,2.05,4312,6.66,6.21,0.69,0.63,0.41,0.46,11.84,154.19
