id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,127833,13029573,9956799498,18227,20.32,25.01,34066,37.98,375.72,58575,65.3,106.5,0.76,0.74,0.49,0.48,11.42,114.89
1,99093,10014913,8363676136,17820,20.7,24.58,16118,18.72,37.85,54696,63.53,100.03,0.77,0.76,0.49,0.49,10.72,111.42
2,104201,9057797,7135410995,17824,19.72,23.83,19986,22.11,37.24,56636,62.65,96.33,0.78,0.76,0.48,0.47,10.29,116.44
3,111138,12333533,9233883485,18308,20.95,25.68,16891,19.33,29.14,59367,67.93,106.55,0.78,0.76,0.48,0.47,10.06,112.73
4,107346,10823259,8092289880,18066,20.91,24.96,16073,18.6,25.73,55992,64.81,103.72,0.78,0.77,0.46,0.46,10.38,125.95
5,58490,4650245,3733658024,14369,16.98,19.1,15094,17.84,24.28,36228,42.82,60.58,0.77,0.76,0.48,0.48,10.94,117.78
6,163900,2304723,1552500360,12556,14.98,16.24,110947,132.39,1766.0,26825,32.01,34.18,0.77,0.76,0.49,0.5,10.51,111.45
7,137847,13523678,10388632783,21142,23.39,35.75,22231,24.59,48.27,70707,78.22,140.69,0.75,0.74,0.51,0.51,10.81,110.08
8,113493,10577505,8069473774,19074,21.72,30.67,15528,17.69,26.45,60740,69.18,120.15,0.78,0.76,0.46,0.45,10.11,126.91
9,83546,10893519,6674646622,16571,19.75,22.95,15385,18.34,53.26,47417,56.52,87.12,0.78,0.77,0.45,0.45,7.91,140.0
10,84781,7787353,5385464697,17130,19.25,23.2,12611,14.17,17.88,50326,56.55,90.43,0.77,0.75,0.45,0.45,8.77,138.87
11,77178,8265488,6340370607,16622,19.53,22.43,11674,13.72,15.9,45349,53.29,84.43,0.79,0.77,0.45,0.46,9.38,138.6
12,41259,2543456,2019692611,12351,14.77,15.88,12548,15.01,21.74,25275,30.23,42.17,0.76,0.75,0.47,0.48,10.55,130.71
13,34176,2004249,1186427916,10829,12.91,13.39,17956,21.4,49.53,20782,24.77,26.31,0.75,0.74,0.5,0.5,12.06,118.95
14,107756,11411644,8852376518,17772,19.92,24.37,19096,21.41,49.78,57499,64.46,106.49,0.74,0.72,0.49,0.48,10.65,115.86
15,115599,11952727,9038822397,17396,19.72,24.01,25882,29.34,75.11,56992,64.62,102.49,0.75,0.73,0.5,0.5,11.01,119.35
16,118722,9864307,7571391937,18668,20.77,24.63,28586,31.8,96.4,57958,64.47,100.54,0.74,0.73,0.49,0.48,9.75,119.81
17,135864,13191654,9737447578,19408,21.26,26.03,29060,31.83,165.17,62918,68.91,111.96,0.75,0.74,0.5,0.49,12.03,117.59
18,123310,10753650,8523106041,21484,24.03,29.79,33209,37.15,92.51,61399,68.68,102.31,0.74,0.73,0.49,0.49,9.5,110.98
19,66748,2162140,1491036675,21207,24.15,30.15,39072,44.5,172.79,37679,42.91,47.63,0.71,0.7,0.49,0.51,7.02,105.12
20,55824,1878073,1404775997,15509,17.72,21.93,32849,37.54,120.96,30111,34.41,38.4,0.73,0.72,0.5,0.5,9.78,111.87
21,133310,11980381,9283565304,19086,20.93,26.31,27384,30.03,103.06,64060,70.24,118.1,0.75,0.74,0.5,0.49,11.62,115.67
22,117701,10561413,7963766789,18811,20.47,24.95,18391,20.01,30.07,61497,66.92,107.61,0.77,0.76,0.5,0.49,12.78,113.91
23,123369,9512112,7230746994,19338,21.83,26.28,23297,26.29,81.41,62131,70.13,110.59,0.77,0.77,0.48,0.47,12.11,112.56
24,127954,11056249,8421736936,18319,20.38,25.16,25919,28.83,145.21,60857,67.69,110.13,0.76,0.75,0.5,0.49,12.5,109.89
25,116713,8377178,6781634237,17041,19.84,22.91,26729,31.12,80.12,55368,64.46,96.96,0.74,0.73,0.5,0.48,11.4,108.87
26,57740,2294283,1752221157,11935,14.31,14.99,22302,26.74,79.85,28075,33.66,39.85,0.72,0.71,0.48,0.49,11.29,113.4
27,46096,2160373,1444182677,11917,13.92,14.49,22820,26.66,48.22,26764,31.27,32.64,0.74,0.73,0.5,0.5,12.59,111.35
28,149370,14479509,11097943011,18666,20.9,25.94,18907,21.17,39.08,65119,72.92,120.77,0.77,0.76,0.5,0.49,10.36,112.31
29,146941,14515790,11089024442,19062,20.72,25.12,26853,29.19,82.34,63148,68.64,109.89,0.74,0.73,0.49,0.49,9.76,112.62
30,132594,11777161,8747699728,18755,19.74,24.13,20221,21.29,33.43,59648,62.79,100.73,0.74,0.73,0.49,0.48,9.84,111.46
31,131776,12582170,9849113948,18675,20.12,24.88,17280,18.62,28.39,59404,64.01,105.49,0.75,0.74,0.49,0.49,10.48,117.36
32,113658,9246191,7131080503,18212,19.21,23.84,17863,18.84,35.15,55716,58.77,97.22,0.74,0.73,0.48,0.47,9.5,119.6
33,59172,2986088,2214301102,13272,14.76,16.96,18144,20.18,40.87,32183,35.8,49.66,0.74,0.72,0.49,0.49,9.98,114.84
34,43742,1480252,1054549948,12144,13.03,13.89,22720,24.38,42.17,26676,28.62,31.78,0.74,0.72,0.48,0.49,10.68,114.36
35,146420,13363596,10273538336,18847,19.49,24.45,24209,25.04,49.17,63928,66.11,111.56,0.71,0.7,0.5,0.49,9.66,109.33
36,133198,11712080,8850103024,18185,19.77,24.58,22632,24.6,84.84,60499,65.76,109.12,0.73,0.72,0.49,0.47,10.48,106.89
37,125111,11130895,8739222507,17903,19.59,23.41,18087,19.79,30.99,58100,63.57,102.87,0.75,0.74,0.48,0.48,9.03,114.05
38,140586,13863336,10239695391,18677,19.35,24.14,21206,21.98,36.04,61381,63.61,105.6,0.73,0.71,0.47,0.47,9.09,112.15
39,88285,2088497,1396254760,12662,13.99,14.93,62601,69.17,443.03,27022,29.86,32.65,0.74,0.73,0.48,0.49,10.61,113.82
40,42372,1257944,810334785,12157,12.96,14.32,20509,21.86,36.22,25982,27.7,29.9,0.72,0.7,0.5,0.5,11.49,108.13
41,49404,2056777,1270554763,12504,13.86,15.19,23867,26.46,49.64,29361,32.55,35.58,0.74,0.72,0.5,0.51,11.09,106.36
