id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,21244,1523903,533107959,4525,9.12,9.53,2833,5.71,3.57,6936,13.98,18.08,0.76,0.8,0.47,0.44,4.71,173.42
1,19758,1827344,803000459,4293,8.83,9.22,2572,5.29,3.27,6634,13.65,17.68,0.76,0.79,0.5,0.47,4.33,172.76
2,21960,6778594,7652396873,4464,8.96,8.94,2950,5.92,3.84,7144,14.35,17.87,0.77,0.8,0.47,0.45,3.76,173.23
3,22647,17371990,18119001814,4596,9.17,8.89,2981,5.95,3.65,7354,14.68,16.89,0.64,0.68,0.48,0.45,4.67,176.77
4,24851,29578130,32557088969,5101,9.96,9.56,3430,6.7,3.75,8385,16.38,20.35,0.71,0.76,0.41,0.37,3.45,179.16
5,24345,8123039,9906275562,4626,8.98,8.27,3167,6.15,3.42,6539,12.7,13.38,0.68,0.72,0.43,0.4,3.28,172.69
6,25387,1463110,606023577,4841,9.17,9.08,3240,6.14,3.94,7133,13.51,15.59,0.66,0.69,0.49,0.46,3.33,171.9
7,23501,2838174,1021777653,4821,9.15,9.61,2910,5.52,3.61,7992,15.17,18.96,0.62,0.66,0.5,0.47,5.13,175.85
8,23734,1613400,664501024,4657,9.04,9.49,3087,5.99,3.52,7947,15.43,19.28,0.7,0.74,0.43,0.4,5.1,186.52
9,20058,1322691,385620511,4489,8.63,8.03,3363,6.47,2.92,6987,13.44,13.44,0.72,0.76,0.38,0.36,4.21,193.41
10,19300,2276650,2233083262,4449,9.31,8.91,3056,6.39,3.15,6789,14.2,15.82,0.77,0.81,0.4,0.37,3.88,188.6
11,20855,1651798,964308096,4932,9.34,8.83,3434,6.5,3.25,7265,13.76,16.5,0.79,0.82,0.37,0.35,3.59,191.14
12,19438,1103201,411344554,4480,8.67,7.94,2999,5.8,3.06,5927,11.46,11.85,0.74,0.77,0.4,0.37,3.04,187.91
13,19647,1047778,332304122,4340,8.3,8.54,2788,5.33,3.26,6191,11.84,14.05,0.72,0.76,0.48,0.46,2.77,180.77
14,19692,2096303,972471564,4380,9.03,9.6,2559,5.28,3.32,6691,13.8,18.16,0.75,0.77,0.49,0.46,4.21,178.44
15,21680,1343328,488459090,4358,8.7,9.07,2725,5.44,3.43,7263,14.5,18.42,0.71,0.75,0.47,0.44,4.49,181.33
16,22500,1885404,760193412,4594,9.15,8.87,3195,6.36,3.8,7406,14.75,16.68,0.69,0.73,0.45,0.43,5.16,180.48
17,22793,7867115,8418768787,4730,9.15,9.18,3172,6.14,3.77,7698,14.89,18.27,0.73,0.76,0.45,0.43,5.4,180.98
18,23603,1661118,675954728,4467,8.93,9.67,2721,5.44,3.64,7192,14.38,19.5,0.73,0.76,0.51,0.48,4.36,171.56
19,22811,1247634,333648641,4047,7.69,7.49,2838,5.4,3.54,5394,10.25,11.19,0.72,0.74,0.5,0.48,3.08,166.78
20,22975,1163299,292940329,4189,8.23,7.3,3096,6.08,3.41,5862,11.52,11.42,0.67,0.69,0.48,0.46,3.21,172.16
21,22859,1927155,796459245,4754,8.9,9.05,3101,5.81,3.46,7770,14.55,17.46,0.65,0.68,0.48,0.45,5.58,176.34
22,22409,8648244,8977062240,4876,9.34,10.57,3008,5.76,3.79,7823,14.99,19.71,0.74,0.78,0.47,0.45,5.47,174.67
23,22888,7859100,7897370909,4655,9.15,9.75,2920,5.74,3.55,7575,14.88,19.89,0.74,0.77,0.49,0.47,4.97,173.92
24,22333,1454919,492315782,4630,9.32,9.94,2960,5.96,4.05,7890,15.88,20.95,0.75,0.78,0.49,0.46,5.73,172.58
25,21194,1202153,509914373,4510,9.24,9.56,2862,5.86,3.79,7717,15.81,19.57,0.66,0.7,0.47,0.45,6.66,176.84
