id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,36844,4436223,3803711895,9373,12.67,13.96,7457,10.08,11.36,25684,34.71,56.35,0.63,0.62,0.41,0.39,17.65,130.58
1,34256,4014727,3704957936,8873,11.86,12.82,6527,8.73,7.43,22911,30.63,49.59,0.68,0.68,0.38,0.36,19.16,126.87
2,30473,4590486,4456399174,9190,13.11,13.55,7056,10.07,9.29,21904,31.25,46.34,0.69,0.68,0.39,0.38,20.72,127.66
3,136788,7586028,6863942618,10139,15.2,18.49,102372,153.48,1070.91,24888,37.31,58.39,0.71,0.68,0.38,0.37,15.87,124.05
4,109019,9567423,7640170596,11107,16.12,20.2,76646,111.24,652.37,26731,38.8,62.62,0.65,0.64,0.37,0.36,14.71,143.53
5,13832,231128,67179143,6738,9.13,10.01,4983,6.75,4.95,10809,14.65,13.96,0.57,0.57,0.42,0.45,16.47,150.14
6,15552,645109,237759426,7317,9.49,10.52,6243,8.1,7.73,11721,15.2,14.78,0.54,0.52,0.42,0.47,17.97,137.91
7,46386,6268588,5483500549,9843,12.75,15.16,12060,15.62,138.17,27789,36.0,62.36,0.62,0.61,0.41,0.41,20.2,124.59
8,40629,4333441,3698258590,9254,12.92,14.66,7837,10.95,11.71,26705,37.3,62.7,0.68,0.67,0.38,0.37,15.88,144.03
9,28603,4160049,4307038152,8476,12.02,12.48,6668,9.46,8.33,20792,29.49,43.53,0.76,0.73,0.36,0.35,17.64,156.75
10,26887,2037179,1653597923,8583,11.09,11.58,6476,8.37,6.66,20143,26.02,37.72,0.64,0.62,0.38,0.39,16.55,152.65
11,30491,3306236,2991758282,8758,12.9,13.68,6338,9.33,7.57,21744,32.02,50.18,0.71,0.69,0.36,0.36,16.19,156.34
12,11210,292040,106634729,5625,9.19,8.97,4380,7.16,5.05,8524,13.93,15.61,0.68,0.64,0.38,0.43,14.72,156.5
13,11598,353536,97917270,5692,8.55,8.8,5095,7.65,7.6,8905,13.37,13.58,0.6,0.56,0.43,0.48,17.5,137.3
14,31304,2247280,1808423408,8598,12.37,13.66,7004,10.08,14.02,22702,32.66,51.6,0.63,0.6,0.43,0.44,18.59,128.17
15,36147,4704772,4420596977,9097,12.03,13.39,7175,9.49,9.7,25783,34.1,56.17,0.6,0.58,0.4,0.41,16.36,128.96
16,31565,4744807,3828368498,8850,12.77,13.62,7035,10.15,11.85,23115,33.35,51.24,0.63,0.61,0.4,0.41,15.09,135.49
17,14691,419500,272553314,6280,8.61,8.84,4892,6.71,5.62,11623,15.94,17.95,0.57,0.55,0.43,0.44,13.63,139.06
