id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,305,13540,13484036,144,6.55,4.22,53,2.41,1.22,235,10.68,7.89,0.98,0.97,0.51,0.42,21.08,118.93
1,369,68095,56644455,238,3.97,1.6,215,3.58,1.37,297,4.95,2.09,0.87,0.88,0.5,0.37,14.66,157.04
2,62,708,461515,48,4.0,0.74,43,3.58,0.79,55,4.58,1.31,0.89,0.87,0.4,0.45,7.39,149.52
3,194,18256,16937960,108,4.0,1.73,103,3.81,1.92,140,5.19,2.5,0.97,0.96,0.44,0.38,14.1,133.79
4,71,754,225261,37,4.62,1.3,34,4.25,1.04,54,6.75,2.43,1.0,1.0,0.59,0.49,7.48,174.0
5,773,23378,20099201,223,4.13,2.05,210,3.89,1.44,271,5.02,2.76,0.96,0.97,0.53,0.46,22.36,132.33
6,312,14799,12221930,196,3.84,1.57,178,3.49,1.39,239,4.69,2.06,0.99,0.97,0.51,0.42,16.12,129.38
7,84,3203,2983291,47,4.7,1.42,33,3.3,1.57,71,7.1,4.98,0.92,0.9,0.51,0.42,10.38,101.2
8,109,3123,996777,74,3.89,1.37,71,3.74,1.33,88,4.63,1.92,0.79,0.79,0.6,0.53,12.39,151.52
9,128,1512,505475,76,6.33,2.84,56,4.67,1.5,108,9.0,5.1,1.0,1.0,0.49,0.4,30.39,161.77
10,66,1172,608085,38,3.8,1.69,35,3.5,1.35,51,5.1,2.77,1.0,1.0,0.47,0.39,7.03,155.29
13,47,723,390380,39,3.9,1.66,35,3.5,1.72,42,4.2,2.39,0.81,0.81,0.51,0.47,8.94,120.45
14,215,13279,14999376,149,4.38,2.55,131,3.85,1.91,193,5.68,3.93,1.0,1.0,0.58,0.51,7.08,117.51
15,283,14733,10696209,199,4.85,2.38,168,4.1,1.91,248,6.05,3.2,0.94,0.94,0.5,0.37,13.34,125.17
16,1061,361642,220746292,605,7.12,6.35,595,7.0,8.14,882,10.38,12.21,0.71,0.71,0.42,0.4,58.6,147.32
17,88,1514,954461,61,4.36,1.91,53,3.79,1.25,77,5.5,3.44,0.93,0.92,0.54,0.5,9.27,150.69
18,102,1471,578197,53,3.79,1.85,38,2.71,1.38,86,6.14,3.06,1.0,1.0,0.57,0.49,59.38,142.47
20,34,7365,3235211,16,5.33,1.53,14,4.67,0.58,28,9.33,4.51,0.94,0.75,0.72,0.41,23.0,85.35
21,110,2806,2189631,73,4.06,2.07,72,4.0,1.78,85,4.72,2.56,0.9,0.9,0.6,0.53,2.33,124.65
22,342,3290,873099,125,6.58,3.52,173,9.11,5.56,223,11.74,7.3,0.55,0.64,0.58,0.48,5.12,87.9
23,80,480,103325,61,3.81,1.38,60,3.75,1.44,74,4.62,2.09,0.94,0.94,0.48,0.49,9.37,127.2
24,60,539,123645,47,3.13,1.85,47,3.13,1.51,57,3.8,2.37,0.91,0.91,0.56,0.55,14.39,127.75
25,98,949,185109,84,3.36,1.25,80,3.2,1.19,94,3.76,1.56,0.87,0.87,0.46,0.47,8.62,111.67
28,70,1450,980090,45,2.81,1.33,40,2.5,1.32,55,3.44,1.41,0.97,0.98,0.56,0.45,9.57,117.46
29,71,798,233692,44,4.4,2.37,30,3.0,1.63,61,6.1,3.63,0.9,0.85,0.6,0.53,7.83,112.39
30,299,49386,39120248,196,4.9,2.24,115,2.88,1.24,269,6.72,3.78,0.87,0.86,0.47,0.32,27.66,96.67
31,22,417,204271,18,3.6,1.67,13,2.6,0.55,21,4.2,1.79,0.81,0.64,0.41,0.32,31.65,137.92
32,92,42619,15724383,71,2.54,1.14,73,2.61,1.23,85,3.04,1.26,0.57,0.57,0.67,0.65,118.24,153.54
34,64,3774,4662461,38,6.33,0.52,24,4.0,0.89,47,7.83,0.75,0.78,0.69,0.36,0.23,13.02,104.7
35,122,4008,2509875,69,2.88,1.39,68,2.83,1.49,91,3.79,2.36,0.82,0.83,0.61,0.52,8.67,86.25
36,80,944,309419,63,3.94,1.95,54,3.38,1.86,79,4.94,2.69,0.97,0.98,0.61,0.52,10.09,130.34
37,70,466,111042,52,3.06,1.2,53,3.12,1.17,62,3.65,1.66,0.83,0.81,0.6,0.63,11.9,138.04
38,27,446,145313,18,2.57,1.13,15,2.14,1.35,23,3.29,1.6,0.95,0.98,0.6,0.64,38.47,104.23
41,136,2913,2298890,101,4.81,2.23,91,4.33,2.31,124,5.9,2.64,0.96,0.93,0.54,0.46,12.1,102.83
42,113,4960,4505136,73,3.48,1.4,75,3.57,1.78,94,4.48,2.02,0.88,0.91,0.44,0.4,21.89,129.99
43,107,1655,705902,60,3.16,1.46,58,3.05,1.35,88,4.63,2.5,0.87,0.85,0.6,0.54,10.34,104.71
44,34,25002,1827492,25,2.5,1.35,28,2.8,1.48,32,3.2,1.81,0.66,0.68,0.64,0.63,21.84,103.55
45,70,5074,5745902,44,3.67,1.44,38,3.17,1.85,57,4.75,2.01,0.85,0.78,0.29,0.25,7.97,94.13
46,133,1994,785243,63,3.94,1.65,58,3.62,1.82,98,6.12,2.63,0.98,1.0,0.47,0.32,10.09,77.85
49,492,43867,18797270,281,5.4,2.0,164,3.15,1.38,445,8.56,3.42,0.89,0.89,0.45,0.32,67.47,123.48
50,230,2871,964104,112,4.67,2.01,91,3.79,1.38,179,7.46,5.64,0.9,0.91,0.55,0.43,6.09,131.91
51,168,2651,1677204,129,4.03,2.02,113,3.53,1.68,154,4.81,2.62,0.88,0.86,0.51,0.43,15.78,123.28
52,129,279988,347337817,81,4.05,1.73,76,3.8,1.47,93,4.65,2.16,0.78,0.75,0.54,0.48,35.27,176.17
53,17,238,148387,14,2.8,1.1,13,2.6,0.89,14,2.8,1.1,0.62,0.6,0.61,0.6,43.82,164.5
55,65,8349,9805697,30,6.0,2.92,19,3.8,1.92,54,10.8,9.88,0.96,0.96,0.28,0.19,18.7,106.14
56,39,17142,22839055,27,3.38,2.33,21,2.62,1.41,33,4.12,3.0,1.0,1.0,0.58,0.51,12.59,107.4
57,81,1708,660364,45,3.0,1.13,43,2.87,1.13,54,3.6,1.5,0.93,0.93,0.71,0.75,6.06,162.68
